도서관코드,시도,시군구,취약계층서비스이용수_합계,취약계층서비스이용수_장애인,취약계층서비스이용수_노인,취약계층서비스이용수_다문화,취약계층관련예산_합계,취약계층관련예산_장애인,취약계층관련예산_노인,취약계층관련예산_다문화,취약계층공간_장애인,취약계층공간_노인,취약계층공간_다문화,어린이실,어린이서비스_이용수,어린이자료_인쇄수
2060144038,충남,아산시,15637,100,2759,12778,11840,1920,5920,4000,자료실내 코너,자료실내 코너,자료실내 코너,유,82539,33401
2060148041,경남,양산시,644,69,575,0,360,0,360,0,미설치,자료실내 코너,미설치,유,73129,12764
2060141102,경기,양평군,5261,26,4499,736,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,16192,20871
2060123010,인천,중구,5193,1061,3790,342,8884,2500,2460,3924,자료실내 코너,자료실내 코너,자료실내 코너,유,48713,40228
2050121006,부산,해운대구,3484,684,2800,0,2040,0,2040,0,자료실내 코너,자료실내 코너,미설치,유,11954,23716
2050141008,경기,과천시,6061,571,5401,89,30825,22095,5489,3241,자료실내 코너,미설치,자료실내 코너,유,99844,46885
2050141005,경기,광주시,972,93,878,1,8492,4850,2592,1050,자료실내 코너,자료실내 코너,자료실내 코너,유,9183,39161
2050141003,경기,김포시,4230,840,495,2895,7174,519,2052,4603,자료실내 코너,자료실내 코너,자료실내 코너,유,39963,34137
2050141007,경기,성남시,18483,10665,7595,223,29300,19631,4569,5100,자료실내 코너,자료실내 코너,자료실내 코너,유,86380,80969
2050141001,경기,수원시,2257,1255,707,295,38975,31878,2960,4137,별도 자료실,자료실내 코너,자료실내 코너,유,20600,43983
2050141011,경기,수원시,6433,22,6396,15,8820,0,0,8820,자료실내 코너,별도 자료실,자료실내 코너,유,23792,126941
2050141002,경기,평택시,2459,13,2384,62,5075,1760,1140,2175,자료실내 코너,자료실내 코너,자료실내 코너,유,12193,26628
2050141004,경기,포천시,1712,497,729,486,16633,7450,4893,4290,자료실내 코너,자료실내 코너,자료실내 코너,유,6069,24334
2050141009,경기,화성시,3186,1312,867,1007,14663,3940,976,9747,자료실내 코너,자료실내 코너,자료실내 코너,유,49791,39334
2050147028,경북,경산시,6021,923,4898,200,42060,15270,22021,4769,자료실내 코너,자료실내 코너,자료실내 코너,유,64152,74255
2060141059,경기,고양시,2643,689,1954,0,21185,985,20200,0,별도 자료실,미설치,미설치,유,21758,63651
2060124001,광주,북구,14719,386,12773,1560,22141,6328,9055,6758,별도 자료실,미설치,별도 자료실,유,99961,138073
2060124002,광주,남구,3281,47,3116,118,10180,2251,4850,3079,별도 자료실,미설치,자료실내 코너,유,67495,84898
2060124003,광주,동구,5387,412,4846,129,11311,3852,4450,3009,별도 자료실,자료실내 코너,자료실내 코너,유,81239,90116
2060124008,광주,남구,1643,203,1397,43,10975,0,7000,3975,자료실내 코너,자료실내 코너,자료실내 코너,유,2683,40227
2060147031,경북,구미시,156,44,112,0,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,6603,44226
2050122001,대구,중구,14481,2097,12079,305,40077,6866,6874,26337,자료실내 코너,자료실내 코너,자료실내 코너,유,65872,89010
2060145011,전북,김제시,29,5,24,0,0,0,0,0,미설치,미설치,미설치,유,873,8666
2060145010,전북,김제시,32,32,0,0,3840,3840,0,0,미설치,미설치,미설치,무,548,7595
20601110026,서울,은평구,5340,460,4015,865,9996,2391,0,7605,자료실내 코너,자료실내 코너,자료실내 코너,유,48153,19917
2050122010,대구,동구,5429,677,2084,2668,29379,3800,6390,19189,자료실내 코너,자료실내 코너,자료실내 코너,유,320000,91254
2050122005,대구,남구,12345,2098,9199,1048,29297,13873,9862,5562,별도 자료실,별도 자료실,자료실내 코너,유,98604,98245
2050122011,대구,달성군,3203,490,1254,1459,33073,10737,1900,20436,자료실내 코너,자료실내 코너,자료실내 코너,유,84799,55463
2050122003,대구,동구,9268,1997,7104,167,28017,1356,7890,18771,별도 자료실,별도 자료실,별도 자료실,유,92388,112968
2050122009,대구,달서구,12573,2525,8907,1141,19558,9397,6610,3551,자료실내 코너,자료실내 코너,자료실내 코너,유,40433,53819
2050122008,대구,북구,29628,2412,20546,6670,19778,6972,1545,11261,자료실내 코너,자료실내 코너,자료실내 코너,유,244379,75362
2050122006,대구,서구,6532,1314,4628,590,23138,8682,3379,11077,자료실내 코너,자료실내 코너,자료실내 코너,유,67686,104437
2050122007,대구,수성구,29316,6607,19893,2816,22119,9360,4305,8454,별도 자료실,자료실내 코너,자료실내 코너,유,54697,78774
2060141081,경기,동두천시,53,1,0,52,19250,19250,0,0,미설치,미설치,별도 자료실,유,1000,115213
2060145020,전북,무주군,270,0,270,0,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,2233,11366
2050121007,부산,서구,8707,407,8151,149,22734,11555,6759,4420,자료실내 코너,자료실내 코너,자료실내 코너,유,19831,28387
2050121009,부산,북구,2862,2147,390,325,45830,15240,16980,13610,자료실내 코너,자료실내 코너,자료실내 코너,유,40288,64952
2050121012,부산,동래구,14107,2006,11849,252,21400,10000,5700,5700,미설치,자료실내 코너,자료실내 코너,유,24174,25991
2050121005,부산,해운대구,1784,542,622,620,18300,6700,5900,5700,자료실내 코너,자료실내 코너,자료실내 코너,유,33761,33060
2050121004,부산,부산진구,0,0,0,0,0,0,0,0,미설치,미설치,미설치,유,0,46853
2050121010,부산,사하구,5771,588,4767,416,20180,5900,7340,6940,자료실내 코너,자료실내 코너,자료실내 코너,유,43827,33524
2050121008,부산,금정구,3396,784,2347,265,19600,8100,4200,7300,자료실내 코너,미설치,자료실내 코너,유,52681,20909
2050121001,부산,부산진구,23114,6939,7782,8393,109712,62834,23578,23300,자료실내 코너,자료실내 코너,자료실내 코너,유,224959,71735
2050121011,부산,연제구,44,42,1,1,16171,3840,7194,5137,자료실내 코너,자료실내 코너,자료실내 코너,유,81471,27855
2050121002,부산,중구,5128,1119,1810,2199,42500,11650,18650,12200,자료실내 코너,자료실내 코너,자료실내 코너,유,26934,47250
2060141267,경기,부천시,12503,437,9566,2500,161137,156037,1701,3399,미설치,자료실내 코너,미설치,유,75335,36388
2060141285,경기,부천시,1268,0,1268,0,1846,0,992,854,미설치,자료실내 코너,미설치,유,3312,5645
2060143027,충북,진천군,1942,62,1600,280,9920,0,2890,7030,자료실내 코너,자료실내 코너,자료실내 코너,유,19871,28111
2060141218,경기,수원시,2603,350,2027,226,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,12765,23777
2060146031,전남,순천시,4418,520,3794,104,1800,0,1800,0,자료실내 코너,미설치,자료실내 코너,유,18970,21633
20601110030,서울,종로구,0,0,0,0,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,5857,14453
2060123007,인천,미추홀구,10588,4560,5627,401,8800,900,3900,4000,자료실내 코너,자료실내 코너,자료실내 코너,유,51241,38362
2060123006,인천,중구,833,379,274,180,7090,2180,910,4000,자료실내 코너,자료실내 코너,자료실내 코너,유,25100,37290
2060123001,인천,남동구,5937,1596,2617,1724,44949,21218,20675,3056,별도 자료실,자료실내 코너,별도 자료실,유,214201,161033
2060111047,서울,광진구,4160,290,3269,601,900,0,0,900,자료실내 코너,미설치,미설치,유,300920,37942
2060111019,서울,중랑구,3911,327,3216,368,5899,1899,0,4000,자료실내 코너,자료실내 코너,자료실내 코너,유,5484,41060
2060148033,경남,창원시,331,32,299,0,9576,2920,6656,0,미설치,미설치,미설치,유,21673,54061
2060143029,충북,충주시,17,2,0,15,0,0,0,0,미설치,미설치,미설치,유,37978,11085
2050143016,충북,충주시,3011,0,3011,0,855,0,855,0,미설치,자료실내 코너,미설치,유,23824,32469
2060147026,경북,포항시,1488,7,1476,5,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,8682,16803
2060147001,경북,포항시,10394,175,10023,196,9924,3650,0,6274,자료실내 코너,별도 자료실,자료실내 코너,유,288135,74760
2030122005,대구,북구,180,60,120,0,0,0,0,0,미설치,자료실내 코너,미설치,유,3300,11382
20601110053,서울,마포구,3588,988,2184,416,3833,0,3833,0,자료실내 코너,미설치,미설치,유,101669,18120
2060141270,경기,성남시,195,0,195,0,0,0,0,0,미설치,미설치,미설치,유,4496,5150
2060144046,충남,아산시,406,32,353,21,24437,0,11618,12819,미설치,자료실내 코너,자료실내 코너,유,5352,9921
2060145032,전북,완주군,3043,10,2998,35,3000,1000,1000,1000,별도 자료실,별도 자료실,별도 자료실,무,5182,25711
2060141259,경기,의왕시,496,166,330,0,663,0,663,0,자료실내 코너,자료실내 코너,미설치,유,26143,10570
2060145008,전북,익산시,4328,0,4250,78,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,38330,85230
2030111009,서울,송파구,0,0,0,0,0,0,0,0,미설치,자료실내 코너,미설치,유,3057,3490
20601110063,서울,강남구,16277,178,15852,247,8823,7885,665,273,자료실내 코너,자료실내 코너,자료실내 코너,유,79231,17579
2060111006,서울,강북구,1872,0,1082,790,173,0,173,0,자료실내 코너,미설치,미설치,유,4431,17832
2050141010,경기,의정부시,1184,762,409,13,26333,19514,5009,1810,자료실내 코너,자료실내 코너,자료실내 코너,유,12742,54601
2060122012,대구,북구,5122,1234,3268,620,3630,0,3630,0,자료실내 코너,자료실내 코너,미설치,유,22512,29724
2050121014,부산,해운대구,51598,3721,46699,1178,41340,24240,6400,10700,자료실내 코너,자료실내 코너,자료실내 코너,유,95619,75913
20601110062,서울,서초구,789,383,406,0,4435,3455,980,0,자료실내 코너,자료실내 코너,미설치,유,21395,15170
20601110043,서울,성동구,1,1,0,0,0,0,0,0,미설치,미설치,미설치,유,23584,6855
20601110005,서울,송파구,994,165,826,3,1714,600,1114,0,미설치,미설치,미설치,유,6941,16358
2060141028,경기,용인시,1207,502,673,32,991,795,196,0,자료실내 코너,자료실내 코너,자료실내 코너,유,57886,35347
2050146004,전남,광양시,2372,516,1245,611,17512,2600,8046,6866,자료실내 코너,자료실내 코너,자료실내 코너,유,1072,40952
2050146008,전남,구례군,663,459,100,104,17995,7456,5089,5450,자료실내 코너,자료실내 코너,자료실내 코너,유,8753,23153
2050146002,전남,나주시,4055,1286,2642,127,30249,9595,8202,12452,자료실내 코너,자료실내 코너,자료실내 코너,유,58303,68990
2050146003,전남,나주시,1643,16,1618,9,6755,3255,800,2700,자료실내 코너,자료실내 코너,자료실내 코너,유,6661,30787
2050146006,전남,담양군,8280,900,6700,680,41125,6002,23858,11265,자료실내 코너,자료실내 코너,자료실내 코너,유,18538,42787
2050146001,전남,목포시,5543,701,2278,2564,119820,20315,69582,29923,자료실내 코너,자료실내 코너,자료실내 코너,유,26451,83284
2050146015,전남,무안군,1502,135,1337,30,11055,2300,5422,3333,자료실내 코너,자료실내 코너,자료실내 코너,유,14868,30396
2050146010,전남,보성군,4582,612,3039,931,46736,3340,35636,7760,자료실내 코너,자료실내 코너,자료실내 코너,유,26821,25741
2050146009,전남,보성군,5347,944,2447,1956,19701,5065,9616,5020,자료실내 코너,자료실내 코너,자료실내 코너,유,36432,34284
2050146017,전남,영광군,10398,432,9325,641,88670,7077,68697,12896,자료실내 코너,자료실내 코너,자료실내 코너,유,26898,38819
2050146014,전남,영암군,1128,359,256,513,114495,108727,2507,3261,자료실내 코너,자료실내 코너,자료실내 코너,유,7920,32924
2050146018,전남,장성군,8716,834,7457,425,82387,8359,60759,13269,자료실내 코너,자료실내 코너,자료실내 코너,유,85725,58495
2050146012,전남,장흥군,349,231,52,66,5766,2395,3371,0,자료실내 코너,자료실내 코너,자료실내 코너,유,24415,25355
2050146019,전남,진도군,3551,358,1357,1836,14315,2400,4400,7515,별도 자료실,자료실내 코너,자료실내 코너,유,53298,22569
2050146016,전남,함평군,1146,637,312,197,8048,4904,1222,1922,자료실내 코너,자료실내 코너,자료실내 코너,유,19985,24596
2050146013,전남,해남군,2244,60,1560,624,14569,5889,2000,6680,자료실내 코너,자료실내 코너,자료실내 코너,유,27172,37336
2050146011,전남,화순군,11,6,2,3,17290,2602,9888,4800,자료실내 코너,미설치,자료실내 코너,유,10606,34763
2060145015,전북,정읍시,1700,260,1400,40,5000,0,5000,0,미설치,미설치,미설치,무,1661,21088
2050144017,충남,천안시,10608,1508,8060,1040,297990,182090,102300,13600,자료실내 코너,자료실내 코너,자료실내 코너,유,92150,81272
2060141077,경기,포천시,106,2,52,52,0,0,0,0,미설치,미설치,미설치,유,980,4236
2060147035,경북,포항시,2,2,0,0,0,0,0,0,미설치,미설치,미설치,유,45918,21242
2060141231,경기,화성시,964,272,659,33,10907,2945,5125,2837,자료실내 코너,자료실내 코너,자료실내 코너,유,8503,37469
2060141255,경기,화성시,3436,1355,2017,64,23291,14307,6653,2331,자료실내 코너,자료실내 코너,자료실내 코너,유,94056,23937
2060141241,경기,화성시,101,2,72,27,5000,2500,0,2500,자료실내 코너,자료실내 코너,자료실내 코너,유,67970,29878
2060141249,경기,화성시,20,17,3,0,6247,1250,2998,1999,자료실내 코너,자료실내 코너,자료실내 코너,유,108345,29343
2050148012,경남,거제시,19529,290,8033,11206,14798,2600,4984,7214,자료실내 코너,자료실내 코너,자료실내 코너,유,41500,47054
2050148023,경남,거창군,1372,185,1164,23,15000,7000,6000,2000,별도 자료실,별도 자료실,별도 자료실,유,17156,23408
2050148018,경남,고성군,4521,369,4148,4,55868,2542,48636,4690,자료실내 코너,자료실내 코너,자료실내 코너,유,23344,40524
2050148007,경남,김해시,15245,317,12244,2684,43552,8585,13223,21744,별도 자료실,별도 자료실,자료실내 코너,유,165128,77307
2050148016,경남,창녕군,1515,190,1230,95,7000,2400,2400,2200,자료실내 코너,자료실내 코너,자료실내 코너,유,15404,39882
2050148019,경남,남해군,941,280,513,148,3220,0,1500,1720,자료실내 코너,자료실내 코너,자료실내 코너,유,8624,31998
2050148002,경남,창원시,4740,576,3818,346,27293,5925,5844,15524,별도 자료실,별도 자료실,자료실내 코너,유,120731,114812
2050148009,경남,밀양시,2124,268,947,909,13686,1560,4746,7380,자료실내 코너,자료실내 코너,자료실내 코너,유,6331,38195
2050148006,경남,사천시,3482,318,2938,226,7800,2280,1900,3620,자료실내 코너,자료실내 코너,자료실내 코너,유,7502,37677
2050148021,경남,산청군,2045,554,1112,379,13907,4162,3854,5891,자료실내 코너,자료실내 코너,자료실내 코너,유,9027,38646
2050148017,경남,양산시,5277,960,2740,1577,18495,5984,4605,7906,자료실내 코너,자료실내 코너,자료실내 코너,유,124201,52314
2050148013,경남,의령군,6527,744,5575,208,7984,4056,2599,1329,자료실내 코너,자료실내 코너,자료실내 코너,유,13978,35126
2050148003,경남,창원시,971,135,708,128,4734,3126,1608,0,자료실내 코너,자료실내 코너,자료실내 코너,유,12000,40363
2050148011,경남,진주시,845,350,495,0,5000,2500,2500,0,자료실내 코너,자료실내 코너,자료실내 코너,유,26845,40769
2050148008,경남,김해시,401,119,195,87,3050,800,800,1450,별도 자료실,자료실내 코너,자료실내 코너,유,16582,41417
2050148015,경남,창녕군,1716,988,494,234,14002,3220,2740,8042,자료실내 코너,자료실내 코너,별도 자료실,유,1902,47142
2050148001,경남,창원시,4190,640,3123,427,19886,10371,1950,7565,자료실내 코너,자료실내 코너,자료실내 코너,유,221250,102738
2050148004,경남,통영시,884,154,400,330,7737,1440,2843,3454,자료실내 코너,자료실내 코너,자료실내 코너,유,9655,34247
2050148010,경남,밀양시,5671,383,4932,356,13185,1950,6675,4560,미설치,자료실내 코너,자료실내 코너,유,31384,30748
2050148020,경남,하동군,764,181,389,194,7000,1900,1400,3700,미설치,자료실내 코너,자료실내 코너,유,21712,35462
2050148014,경남,함안군,2134,385,1529,220,13389,3400,5143,4846,자료실내 코너,자료실내 코너,자료실내 코너,유,22500,25585
2050148022,경남,함양군,4030,228,3714,88,7000,2900,1500,2600,자료실내 코너,자료실내 코너,자료실내 코너,유,37450,36213
2050148024,경남,합천군,2548,260,1976,312,7000,4000,3000,0,자료실내 코너,자료실내 코너,자료실내 코너,유,12199,25464
2050147021,경북,고령군,2035,52,1969,14,22480,6840,11640,4000,미설치,자료실내 코너,자료실내 코너,유,7326,22626
2050147001,경북,구미시,400,77,301,22,14984,4600,5984,4400,자료실내 코너,자료실내 코너,자료실내 코너,유,78991,90404
2050147012,경북,영천시,1954,108,1838,8,15940,4879,6886,4175,자료실내 코너,자료실내 코너,별도 자료실,유,4260,32462
2050147025,경북,봉화군,5327,316,4723,288,6120,3000,1500,1620,자료실내 코너,자료실내 코너,자료실내 코너,유,4158,30087
2050147003,경북,상주시,4151,345,2448,1358,77891,8026,54803,15062,자료실내 코너,자료실내 코너,자료실내 코너,유,105361,63625
2050147023,경북,성주군,893,56,797,40,10364,4350,3609,2405,자료실내 코너,자료실내 코너,자료실내 코너,유,12451,32173
2050147002,경북,안동시,11730,1092,9801,837,41344,11904,19200,10240,자료실내 코너,자료실내 코너,자료실내 코너,유,33629,76585
2050147019,경북,영덕군,2632,294,2338,0,11164,3885,7279,0,자료실내 코너,미설치,자료실내 코너,유,10546,22235
2050147018,경북,영양군,2414,226,1760,428,10280,1560,4440,4280,자료실내 코너,자료실내 코너,자료실내 코너,유,15356,27954
2050147004,경북,포항시,5598,423,5175,0,6122,4006,1098,1018,자료실내 코너,자료실내 코너,자료실내 코너,유,13376,34231
2050147024,경북,예천군,3088,201,2727,160,5760,0,5760,0,자료실내 코너,자료실내 코너,자료실내 코너,무,5478,24037
2050147008,경북,경주시,3389,281,2201,907,4488,0,3048,1440,자료실내 코너,자료실내 코너,자료실내 코너,유,1274,37387
2050147027,경북,울릉군,812,107,705,0,4801,0,3226,1575,미설치,자료실내 코너,자료실내 코너,유,3826,31596
2050147026,경북,울진군,2538,256,1999,283,11239,2389,4850,4000,자료실내 코너,자료실내 코너,자료실내 코너,유,8210,35518
2050147016,경북,의성군,4013,535,3477,1,10112,3400,3630,3082,자료실내 코너,자료실내 코너,자료실내 코너,유,9884,40545
2050147006,경북,문경시,2618,808,1439,371,20880,6600,10630,3650,자료실내 코너,자료실내 코너,자료실내 코너,유,13534,31051
2050147020,경북,청도군,3173,770,2383,20,7723,3793,1768,2162,자료실내 코너,자료실내 코너,자료실내 코너,유,19951,36879
2050147017,경북,청송군,5936,395,2718,2823,32497,4500,4320,23677,자료실내 코너,자료실내 코너,자료실내 코너,유,13847,27459
2050147022,경북,칠곡군,2095,67,2022,6,15400,4900,8500,2000,자료실내 코너,자료실내 코너,자료실내 코너,유,9996,27520
2060141157,경기,남양주시,168,61,107,0,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,27921,49427
2060123025,인천,중구,8748,56,8365,327,18494,3388,8933,6173,자료실내 코너,자료실내 코너,자료실내 코너,유,146433,37810
2060123024,인천,서구,9233,90,8745,398,71133,54473,83,16577,자료실내 코너,미설치,별도 자료실,유,146787,38248
2060123026,인천,서구,13816,126,13166,524,19072,2838,5955,10279,자료실내 코너,자료실내 코너,별도 자료실,유,174977,47886
2060149013,제주,제주시,7326,780,5865,681,21282,2778,15497,3007,자료실내 코너,자료실내 코너,별도 자료실,유,31954,81864
2050141006,경기,여주시,537,44,473,20,11173,6202,0,4971,자료실내 코너,자료실내 코너,자료실내 코너,유,11138,32944
2050124001,광주,동구,1716,990,428,298,11634,4114,3520,4000,자료실내 코너,자료실내 코너,자료실내 코너,유,13259,38170
2060125004,대전,동구,6444,17,6427,0,0,0,0,0,자료실내 코너,미설치,미설치,유,54104,55970
2060125002,대전,동구,1346,9,1337,0,16300,0,16300,0,자료실내 코너,별도 자료실,자료실내 코너,유,47794,50577
2060125005,대전,동구,1578,175,1298,105,0,0,0,0,미설치,자료실내 코너,미설치,유,3669,17898
2060121022,부산,남구,6869,653,6216,0,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,75256,37088
2060111017,서울,서대문구,19529,101,19344,84,28361,3296,5995,19070,자료실내 코너,자료실내 코너,별도 자료실,유,8608,73822
2050111001,서울,강남구,18157,3058,14091,1008,44684,6276,27222,11186,별도 자료실,자료실내 코너,자료실내 코너,유,100332,47516
2050111002,서울,강동구,47903,3584,44063,256,25873,7525,8443,9905,자료실내 코너,자료실내 코너,자료실내 코너,유,95680,50900
2050111003,서울,강서구,27063,2130,24526,407,59248,14110,33845,11293,자료실내 코너,별도 자료실,자료실내 코너,유,92352,40858
2050111004,서울,강남구,1938,219,1531,188,45265,39265,4000,2000,자료실내 코너,자료실내 코너,미설치,유,12534,35394
2050111005,서울,구로구,1330,831,204,295,19784,5543,7170,7071,자료실내 코너,자료실내 코너,자료실내 코너,유,84819,55855
2050111006,서울,구로구,10990,440,9343,1207,39979,10884,10429,18666,자료실내 코너,자료실내 코너,자료실내 코너,유,52679,38231
2050111007,서울,용산구,3388,2022,1205,161,26238,9717,7893,8628,자료실내 코너,자료실내 코너,자료실내 코너,무,7258,14843
2050111008,서울,도봉구,11790,2366,9265,159,22579,3428,15151,4000,자료실내 코너,자료실내 코너,자료실내 코너,유,70541,65745
2050111010,서울,동작구,4121,644,3441,36,10706,5734,2094,2878,자료실내 코너,자료실내 코너,자료실내 코너,유,63088,28173
2050111012,서울,송파구,25370,1670,23076,624,32103,10280,12390,9433,자료실내 코너,자료실내 코너,자료실내 코너,유,429878,63018
2050111013,서울,양천구,35667,3800,31699,168,37258,6861,22417,7980,별도 자료실,자료실내 코너,자료실내 코너,유,487305,77996
2050111014,서울,용산구,9366,803,7862,701,24578,4563,14915,5100,자료실내 코너,자료실내 코너,자료실내 코너,유,54263,73264
2050111015,서울,종로구,21327,680,17673,2974,55138,2432,34096,18610,자료실내 코너,자료실내 코너,별도 자료실,유,205945,63580
2050111016,서울,종로구,12257,449,11760,48,29001,3315,20882,4804,자료실내 코너,자료실내 코너,자료실내 코너,무,132,0
2060145007,전북,익산시,3068,156,2704,208,4060,0,4060,0,자료실내 코너,자료실내 코너,미설치,유,51090,91596
2050123007,인천,계양구,18029,1760,14553,1716,87940,27533,48707,11700,자료실내 코너,자료실내 코너,자료실내 코너,유,22111,82305
2050123003,인천,부평구,8656,696,7308,652,52828,14529,21793,16506,자료실내 코너,자료실내 코너,자료실내 코너,유,39498,66892
2050123001,인천,부평구,17629,719,15422,1488,114653,48966,41855,23832,자료실내 코너,자료실내 코너,자료실내 코너,유,84670,96418
2050123006,인천,서구,6475,621,4559,1295,52166,16035,18053,18078,별도 자료실,자료실내 코너,자료실내 코너,유,105876,93354
2050123008,인천,연수구,2472,1137,479,856,42937,9321,13016,20600,별도 자료실,자료실내 코너,자료실내 코너,유,15839,68378
2050123004,인천,미추홀구,8955,859,7465,631,36599,7849,17626,11124,자료실내 코너,자료실내 코너,자료실내 코너,유,1,57785
2050123002,인천,남동구,12666,1180,8991,2495,98210,37450,20800,39960,자료실내 코너,자료실내 코너,자료실내 코너,유,39034,99161
2060144042,충남,천안시,1621,135,1266,220,13003,1500,1500,10003,자료실내 코너,자료실내 코너,자료실내 코너,유,168936,33599
2060141273,경기,파주시,113,0,78,35,1880,0,200,1680,미설치,미설치,자료실내 코너,유,53087,14394
2060141071,경기,파주시,389,0,379,10,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,480,19528
2060141072,경기,파주시,0,0,0,0,0,0,0,0,미설치,미설치,자료실내 코너,유,2799,31524
2060141073,경기,파주시,107,0,107,0,0,0,0,0,미설치,미설치,자료실내 코너,유,1368,25829
2050148005,경남,사천시,745,296,449,0,6600,3750,2850,0,자료실내 코너,자료실내 코너,자료실내 코너,유,28021,35990
2060122027,대구,수성구,0,0,0,0,0,0,0,0,자료실내 코너,미설치,미설치,유,1264,7196
2060122013,대구,중구,1144,156,936,52,0,0,0,0,미설치,미설치,미설치,유,9202,18403
2060124018,광주,동구,0,0,0,0,0,0,0,0,자료실내 코너,미설치,미설치,무,0,0
2060125018,대전,동구,5782,67,5715,0,70,70,0,0,자료실내 코너,미설치,미설치,유,30046,53796
2050111009,서울,동대문구,10220,1229,8769,222,25428,11293,9815,4320,자료실내 코너,자료실내 코너,자료실내 코너,유,66612,50300
2050111011,서울,서대문구,23064,9927,12687,450,29844,6142,18115,5587,자료실내 코너,자료실내 코너,자료실내 코너,유,80937,47476
2060122025,대구,수성구,1724,487,1237,0,0,0,0,0,미설치,미설치,미설치,무,25543,5392
2050123005,인천,동구,6421,1576,4560,285,47516,26705,12123,8688,별도 자료실,자료실내 코너,자료실내 코너,유,10172,41188
2050146020,전남,고흥군,8740,760,7835,145,134040,6000,115040,13000,자료실내 코너,미설치,미설치,유,19682,33587
2050146005,전남,광양시,172,57,89,26,223405,67200,127405,28800,자료실내 코너,자료실내 코너,자료실내 코너,유,43780,36049
2050144016,충남,논산시,33446,4039,25491,3916,203422,11120,119200,73102,자료실내 코너,자료실내 코너,자료실내 코너,유,36492,50322
2050144015,충남,서산시,18280,7178,8292,2810,186858,90888,81720,14250,자료실내 코너,자료실내 코너,자료실내 코너,유,81629,58275
2050144018,충남,천안시,8234,404,6686,1144,111142,11598,83182,16362,자료실내 코너,자료실내 코너,자료실내 코너,유,48998,60179
2060141246,경기,화성시,752,67,588,97,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,88883,32593
2060141197,경기,화성시,778,26,701,51,4976,317,3662,997,자료실내 코너,자료실내 코너,자료실내 코너,유,9640,49211
2050147005,경북,영주시,6528,416,5942,170,26160,4000,16800,5360,자료실내 코너,자료실내 코너,자료실내 코너,유,37957,59382
2060141247,경기,남양주시,446,19,427,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,84509,27520
2060123023,인천,연수구,365,0,58,307,0,0,0,0,미설치,자료실내 코너,자료실내 코너,무,0,0
2050124003,광주,남구,1061,180,831,50,192127,17920,162364,11843,별도 자료실,자료실내 코너,자료실내 코너,유,26323,36705
2050121003,부산,동구,1845,99,1746,0,19650,15690,3960,0,미설치,자료실내 코너,미설치,유,23315,24016
2050146007,전남,곡성군,4489,721,3626,142,9050,6800,0,2250,자료실내 코너,자료실내 코너,자료실내 코너,유,4914,24667
2050146021,전남,여수시,4995,1555,405,3035,16906,7523,3685,5698,자료실내 코너,자료실내 코너,자료실내 코너,유,113469,75187
2050145006,전북,고창군,296,3,288,5,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,7214,26747
2050145012,전북,무주군,270,0,270,0,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,7513,23214
2050145005,전북,순창군,889,261,628,0,5250,2250,3000,0,자료실내 코너,자료실내 코너,자료실내 코너,유,8462,24314
2050145009,전북,완주군,0,0,0,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,6378,22257
2050145008,전북,임실군,396,36,264,96,2212,820,1392,0,자료실내 코너,자료실내 코너,자료실내 코너,유,1101,21095
2050145011,전북,장수군,612,0,612,0,2005,0,1005,1000,자료실내 코너,자료실내 코너,자료실내 코너,유,1734,18703
2050145004,전북,진안군,1141,3,974,164,0,0,0,0,자료실내 코너,미설치,별도 자료실,유,1150,21240
20601110067,서울,동대문구,1579,96,1387,96,4622,0,4622,0,자료실내 코너,자료실내 코너,미설치,무,10290,6706
2060141120,경기,화성시,2134,148,1765,221,9050,960,6090,2000,자료실내 코너,자료실내 코너,자료실내 코너,유,14329,67214
2060141287,경기,화성시,61,0,61,0,0,0,0,0,미설치,자료실내 코너,자료실내 코너,유,10010,13899
2050148027,경남,산청군,2063,200,1713,150,12266,2650,4916,4700,자료실내 코너,자료실내 코너,자료실내 코너,유,19862,18524
2050124004,광주,서구,1306,563,733,10,23502,2842,3660,17000,별도 자료실,자료실내 코너,자료실내 코너,유,75986,56760
2050144001,충남,공주시,2393,313,1419,661,31658,8209,11545,11904,자료실내 코너,자료실내 코너,자료실내 코너,유,3583,34137
2050144002,충남,공주시,302,8,204,90,22900,2043,14880,5977,자료실내 코너,자료실내 코너,자료실내 코너,유,2499,35457
