도서관코드,시도,시군구,취약계층서비스이용수_합계,취약계층서비스이용수_장애인,취약계층서비스이용수_노인,취약계층서비스이용수_다문화,취약계층관련예산_합계,취약계층관련예산_장애인,취약계층관련예산_노인,취약계층관련예산_다문화,취약계층공간_장애인,취약계층공간_노인,취약계층공간_다문화,어린이실,어린이서비스_이용수,어린이자료_인쇄수
2060147039,경북,구미시,535,124,411,0,2760,0,2760,0,미설치,미설치,미설치,유,22043,30076
2060147012,경북,구미시,24,24,0,0,0,0,0,0,미설치,미설치,미설치,유,6916,29173
2060147011,경북,구미시,765,147,618,0,6760,3600,3160,0,미설치,자료실내 코너,자료실내 코너,유,15051,54299
2060145044,전북,군산시,1712,52,1556,104,4353,2520,1833,0,자료실내 코너,자료실내 코너,자료실내 코너,유,52328,29965
2060144004,충남,금산군,0,0,0,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,무,0,0
2060111030,서울,금천구,327,69,102,156,11391,4388,4184,2819,미설치,자료실내 코너,자료실내 코너,유,343,27163
2060111003,서울,금천구,4870,605,3926,339,45748,18913,8842,17993,자료실내 코너,자료실내 코너,자료실내 코너,유,29582,35697
2060111084,서울,금천구,7988,1149,5593,1246,5860,1900,2600,1360,자료실내 코너,자료실내 코너,자료실내 코너,유,43303,41005
2060141154,경기,남양주시,393,9,384,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,30810,46275
20601110066,서울,강남구,2386,108,2208,70,10324,9847,477,0,자료실내 코너,자료실내 코너,미설치,유,19251,9511
2060122017,대구,달서구,1849,251,1598,0,42285,371,1214,40700,자료실내 코너,미설치,미설치,유,206772,45726
2060122001,대구,달서구,9192,469,8496,227,2557,443,962,1152,자료실내 코너,자료실내 코너,미설치,유,52558,45225
2060122006,대구,달서구,8378,854,7461,63,1525,329,1196,0,자료실내 코너,자료실내 코너,자료실내 코너,유,75811,48162
2060122002,대구,달서구,7411,872,6429,110,7732,901,854,5977,자료실내 코너,자료실내 코너,자료실내 코너,유,64658,45459
2060144007,충남,당진시,427,29,368,30,15250,2030,6120,7100,자료실내 코너,미설치,자료실내 코너,유,15141,31877
2060144025,충남,당진시,114,0,114,0,15300,0,5500,9800,자료실내 코너,미설치,자료실내 코너,유,43098,62119
2060144008,충남,당진시,62,0,62,0,3100,0,0,3100,미설치,미설치,미설치,무,3000,18903
2060122015,대구,북구,4370,430,3930,10,600,0,600,0,자료실내 코너,자료실내 코너,자료실내 코너,유,8100,28435
2050125001,대전,중구,3922,822,1817,1283,10540,5092,1848,3600,자료실내 코너,자료실내 코너,자료실내 코너,유,72600,56143
2060111085,서울,강남구,8761,199,8443,119,7169,3474,3543,152,자료실내 코너,자료실내 코너,자료실내 코너,유,35740,51809
2060111008,서울,도봉구,12743,212,12512,19,31254,27241,4013,0,자료실내 코너,자료실내 코너,자료실내 코너,유,8345,62009
20601110042,서울,동대문구,5012,814,4002,196,23,0,23,0,자료실내 코너,자료실내 코너,미설치,유,4907,4853
2060142044,강원,동해시,2991,73,2906,12,4250,0,2250,2000,자료실내 코너,자료실내 코너,자료실내 코너,유,37553,15300
2060142009,강원,동해시,2219,660,919,640,41218,21138,1500,18580,미설치,자료실내 코너,자료실내 코너,유,14933,48224
2060142010,강원,동해시,4007,7,4000,0,4250,0,2250,2000,미설치,자료실내 코너,자료실내 코너,유,2849,51285
2060143023,충북,영동군,4172,15,3856,301,0,0,0,0,미설치,자료실내 코너,자료실내 코너,유,39602,30076
2060111041,서울,마포구,27841,886,25743,1212,6782,0,2422,4360,자료실내 코너,자료실내 코너,자료실내 코너,유,131065,29729
2060147028,경북,문경시,1768,312,1248,208,0,0,0,0,미설치,미설치,미설치,유,55908,49120
2060147018,경북,문경시,637,5,582,50,0,0,0,0,미설치,자료실내 코너,미설치,유,2775,28106
2060147017,경북,문경시,985,109,819,57,0,0,0,0,미설치,미설치,미설치,유,21840,43850
2060111086,서울,강북구,2578,0,2391,187,1070,0,1070,0,미설치,자료실내 코너,자료실내 코너,유,492,20493
2060148032,경남,밀양시,0,0,0,0,0,0,0,0,미설치,미설치,미설치,유,8758,3851
20601110025,서울,양천구,5085,98,4987,0,2301,36,2265,0,자료실내 코너,자료실내 코너,미설치,유,13774,18714
2060121029,부산,연제구,1089,20,1069,0,0,0,0,0,자료실내 코너,별도 자료실,미설치,유,66651,13747
2060141013,경기,부천시,900,23,877,0,467,467,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,1884,60436
2060141212,경기,부천시,605,0,533,72,68,0,68,0,미설치,자료실내 코너,자료실내 코너,유,10704,13306
2060141210,경기,부천시,1356,1,1095,260,271,0,271,0,미설치,자료실내 코너,미설치,유,8773,31516
2060141012,경기,부천시,3489,0,1684,1805,1905,0,68,1837,미설치,자료실내 코너,별도 자료실,유,27396,54406
2060141125,경기,부천시,5793,19,4983,791,8227,1510,3659,3058,자료실내 코너,자료실내 코너,미설치,유,109647,49670
2060141188,경기,부천시,11232,52,10400,780,1130,0,234,896,자료실내 코너,자료실내 코너,미설치,유,21750,45516
2060141266,경기,부천시,8447,62,7688,697,14655,0,14296,359,자료실내 코너,자료실내 코너,미설치,유,12606,30203
2060141011,경기,부천시,545,13,368,164,621,0,182,439,자료실내 코너,미설치,미설치,유,317,29073
2060141234,경기,부천시,5056,26,4197,833,103,0,103,0,자료실내 코너,자료실내 코너,자료실내 코너,유,38174,20291
2060141211,경기,부천시,3809,104,3119,586,1493,480,1013,0,자료실내 코너,자료실내 코너,미설치,유,7503,36343
2060141010,경기,부천시,4576,37,3516,1023,137,0,137,0,자료실내 코너,자료실내 코너,미설치,유,1989,66379
2060149005,제주,서귀포시,619,264,345,10,5436,1790,3646,0,자료실내 코너,자료실내 코너,자료실내 코너,유,556,21628
2060149006,제주,서귀포시,355,160,170,25,8043,8043,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,3634,20491
2060149003,제주,서귀포시,2544,20,2523,1,2122,0,1762,360,자료실내 코너,미설치,미설치,유,5858,24061
20601110020,서울,서초구,2136,519,1596,21,6842,3134,3708,0,자료실내 코너,자료실내 코너,자료실내 코너,유,27662,36150
2060111081,서울,서초구,529,253,276,0,3653,1649,2004,0,자료실내 코너,자료실내 코너,자료실내 코너,유,30199,50910
20601110033,서울,서초구,3580,1137,2443,0,8064,8064,0,0,자료실내 코너,자료실내 코너,미설치,유,26673,29856
20601110007,서울,성북구,1831,85,1707,39,176,176,0,0,자료실내 코너,자료실내 코너,미설치,유,10285,15065
2060141172,경기,성남시,15936,9,4184,11743,0,0,0,0,미설치,자료실내 코너,자료실내 코너,유,39126,38124
2060111024,서울,성동구,5979,347,5536,96,2829,0,2829,0,자료실내 코너,자료실내 코너,미설치,유,86917,44750
2060111080,서울,성동구,10604,9,10047,548,13399,0,0,13399,자료실내 코너,자료실내 코너,자료실내 코너,유,77759,26300
2060111032,서울,성동구,2883,12,2871,0,17514,0,17514,0,별도 자료실,별도 자료실,미설치,유,35970,35456
2060111088,서울,성동구,182,111,35,36,693,693,0,0,자료실내 코너,자료실내 코너,미설치,유,65155,32735
2060111016,서울,강북구,3308,52,3152,104,2186,0,2137,49,자료실내 코너,자료실내 코너,자료실내 코너,유,1279,25029
2060111068,서울,강북구,1536,0,870,666,7996,0,0,7996,미설치,미설치,미설치,무,1121,12759
2060122011,대구,수성구,13487,913,12544,30,28419,1491,13428,13500,자료실내 코너,자료실내 코너,자료실내 코너,유,30328,80946
2060122008,대구,수성구,46429,3660,42161,608,196202,5399,146679,44124,자료실내 코너,자료실내 코너,별도 자료실,유,92268,127715
2060141156,경기,수원시,2241,301,1882,58,1535,1535,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,8761,42059
2060141224,경기,수원시,2190,293,1737,160,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,12228,25912
2060141167,경기,수원시,2076,1386,420,270,1550,1550,0,0,자료실내 코너,자료실내 코너,미설치,유,9625,28366
2060141005,경기,수원시,3543,454,2944,145,1535,1535,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,16600,69832
2060141004,경기,수원시,2361,297,1997,67,1550,1550,0,0,자료실내 코너,자료실내 코너,미설치,유,103291,72181
2060141169,경기,수원시,2789,386,2260,143,1550,1550,0,0,자료실내 코너,자료실내 코너,별도 자료실,유,18006,53835
2060111069,서울,강북구,2161,0,2161,0,671,0,248,423,자료실내 코너,자료실내 코너,자료실내 코너,유,520,21386
2060146036,전남,순천시,1714,209,1428,77,22901,7899,7410,7592,자료실내 코너,자료실내 코너,자료실내 코너,유,5914,43062
2060146042,전남,순천시,8794,260,8118,416,3597,937,2185,475,자료실내 코너,자료실내 코너,자료실내 코너,유,118898,27328
2060141252,경기,시흥시,5658,20,499,5139,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,4309,78418
2060147010,경북,안동시,374,69,268,37,1166,0,1166,0,미설치,자료실내 코너,자료실내 코너,유,5087,32288
2060147041,경북,안동시,1868,133,1735,0,4735,0,4735,0,자료실내 코너,자료실내 코너,미설치,유,7958,22235
2060141192,경기,안양시,19197,179,10768,8250,6372,0,3991,2381,자료실내 코너,자료실내 코너,자료실내 코너,유,38728,36008
2060141117,경기,안양시,34471,79,15612,18780,1639,0,350,1289,자료실내 코너,자료실내 코너,미설치,유,43913,38577
2060141202,경기,안양시,4888,468,4160,260,2143,0,0,2143,자료실내 코너,자료실내 코너,미설치,유,23250,28153
2060141152,경기,양평군,148,148,0,0,0,0,0,0,미설치,미설치,미설치,유,3466,16330
2060141153,경기,양평군,20,0,20,0,860,0,860,0,자료실내 코너,자료실내 코너,자료실내 코너,유,2111,16964
2060146003,전남,여수시,3684,33,2196,1455,27310,0,0,27310,미설치,자료실내 코너,별도 자료실,유,9926,22480
2060146005,전남,여수시,634,44,590,0,0,0,0,0,미설치,자료실내 코너,미설치,유,2362,34345
2060146004,전남,여수시,4912,60,4852,0,1300,0,1300,0,자료실내 코너,자료실내 코너,미설치,유,45051,56596
2060146006,전남,여수시,386,0,386,0,600,0,600,0,미설치,자료실내 코너,미설치,유,19630,27917
2060146002,전남,여수시,3070,1470,1600,0,20230,20230,0,0,미설치,자료실내 코너,미설치,유,9308,31020
2060146029,전남,여수시,998,278,720,0,0,0,0,0,미설치,자료실내 코너,미설치,유,47525,53093
2060146045,전남,여수시,5311,1063,4248,0,2500,1250,1250,0,자료실내 코너,자료실내 코너,미설치,유,39004,31281
2060145014,전북,완주군,377,41,321,15,3700,0,0,3700,자료실내 코너,자료실내 코너,자료실내 코너,유,2354,17201
2060145013,전북,완주군,29,8,21,0,7900,1200,6700,0,미설치,자료실내 코너,미설치,유,1033,18356
2060145030,전북,완주군,3,3,0,0,5640,0,5640,0,미설치,자료실내 코너,미설치,유,20517,25866
2060131005,울산,남구,1448,23,1425,0,796,0,796,0,미설치,자료실내 코너,미설치,유,2412,30366
2060131007,울산,남구,20,20,0,0,1462,1462,0,0,자료실내 코너,미설치,자료실내 코너,유,3498,28004
2060131004,울산,북구,912,62,850,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,6225,46731
2060131003,울산,울주군,1130,206,560,364,4907,1609,1146,2152,자료실내 코너,자료실내 코너,자료실내 코너,유,50764,26228
20601110057,서울,도봉구,2748,0,2748,0,14124,0,14124,0,미설치,미설치,미설치,유,1817,3797
2060142007,강원,원주시,3444,458,1865,1121,14397,7000,3828,3569,자료실내 코너,미설치,별도 자료실,유,135989,118995
2060122021,대구,남구,3938,597,3341,0,11736,0,1736,10000,자료실내 코너,미설치,미설치,유,6399,13681
2060141222,경기,이천시,3,3,0,0,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,63557,19918
2060141165,경기,이천시,677,53,624,0,3000,0,3000,0,자료실내 코너,자료실내 코너,미설치,유,24019,55729
2060145041,전북,익산시,995,104,891,0,0,0,0,0,미설치,미설치,미설치,유,28184,9572
2060145027,전북,익산시,364,22,312,30,4950,500,4200,250,별도 자료실,자료실내 코너,미설치,유,41117,82769
2060145029,전북,익산시,5837,100,5715,22,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,13455,51140
2060145037,전북,익산시,0,0,0,0,0,0,0,0,미설치,자료실내 코너,미설치,유,20131,11660
20601110055,서울,강남구,5118,16,4805,297,3460,460,3000,0,미설치,미설치,미설치,유,38634,25807
2060145018,전북,임실군,0,0,0,0,0,0,0,0,미설치,미설치,미설치,무,0,10842
2060146039,전남,장성군,7,0,6,1,0,0,0,0,미설치,미설치,미설치,유,4300,12128
2060146040,전남,장성군,35,2,18,15,1100,300,600,200,자료실내 코너,자료실내 코너,자료실내 코너,유,703,23993
2060146028,전남,장성군,34,0,9,25,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,60125,67180
20601110038,서울,성북구,740,6,638,96,3040,0,2540,500,자료실내 코너,자료실내 코너,자료실내 코너,유,6371,8587
2060145035,전북,전주시,5460,0,5460,0,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,1372,28729
2060145002,전북,전주시,43,43,0,0,0,0,0,0,미설치,미설치,미설치,유,20771,23468
2060145004,전북,전주시,2152,582,1570,0,0,0,0,0,미설치,미설치,미설치,유,9764,30664
2060145024,전북,전주시,548,8,533,7,0,0,0,0,미설치,자료실내 코너,미설치,유,1641,30878
2060145005,전북,전주시,6180,33,6147,0,0,0,0,0,자료실내 코너,미설치,미설치,유,46610,38011
2060145001,전북,전주시,14,14,0,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,1946,38003
2060145003,전북,전주시,2912,0,2912,0,0,0,0,0,미설치,자료실내 코너,미설치,유,3432,20952
2060145028,전북,전주시,6916,936,5980,0,5850,5850,0,0,자료실내 코너,미설치,미설치,유,7268,38750
2060145036,전북,전주시,3418,93,3139,186,0,0,0,0,자료실내 코너,미설치,미설치,유,42878,35094
2060145006,전북,정읍시,770,150,500,120,0,0,0,0,미설치,미설치,미설치,유,29555,47321
2060143010,충북,제천시,0,0,0,0,0,0,0,0,미설치,미설치,미설치,무,0,0
2060111001,서울,중랑구,17617,1115,16116,386,30730,14600,11130,5000,자료실내 코너,자료실내 코너,자료실내 코너,유,430285,60807
2060148005,경남,진주시,7425,141,7228,56,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,8596,45037
2060148004,경남,진주시,7989,150,7805,34,6000,1000,4000,1000,자료실내 코너,자료실내 코너,자료실내 코너,유,78435,32321
2060143020,충북,청주시,5505,280,2492,2733,14373,4225,3574,6574,자료실내 코너,자료실내 코너,자료실내 코너,유,29729,58103
2060142005,강원,춘천시,7161,464,6697,0,14517,0,14517,0,미설치,자료실내 코너,미설치,유,10782,40890
2060143003,충북,충주시,0,0,0,0,0,0,0,0,미설치,미설치,미설치,무,0,25680
2050143001,충북,청주시,3248,331,2033,884,19940,17640,0,2300,자료실내 코너,자료실내 코너,자료실내 코너,유,87441,100244
2050143002,충북,청주시,0,0,0,0,0,0,0,0,자료실내 코너,미설치,미설치,유,7113,14039
2060142035,강원,태백시,1038,0,1037,1,6000,0,0,6000,자료실내 코너,자료실내 코너,미설치,유,4310,27608
2060144019,충남,태안군,199,10,176,13,0,0,0,0,자료실내 코너,미설치,미설치,유,700,17620
2060144032,충남,태안군,1003,481,519,3,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,4294,38415
2060148014,경남,통영시,107,0,107,0,0,0,0,0,미설치,미설치,미설치,유,7,13104
2060148030,경남,통영시,3505,168,3287,50,1964,600,1364,0,자료실내 코너,자료실내 코너,자료실내 코너,유,9933,35643
2060142016,강원,평창군,968,180,780,8,1500,0,500,1000,자료실내 코너,자료실내 코너,자료실내 코너,유,1013,18888
2060142029,강원,평창군,225,2,222,1,1250,0,625,625,자료실내 코너,자료실내 코너,자료실내 코너,유,170,12927
2060142015,강원,평창군,1022,8,1006,8,2203,0,1200,1003,자료실내 코너,자료실내 코너,자료실내 코너,유,488,20899
2060141214,경기,평택시,4396,7,223,4166,2000,0,0,2000,자료실내 코너,자료실내 코너,자료실내 코너,유,8201,28579
2060141032,경기,평택시,3331,35,914,2382,12618,0,4600,8018,자료실내 코너,자료실내 코너,자료실내 코너,유,41309,54154
2060141178,경기,평택시,244,16,224,4,0,0,0,0,미설치,미설치,미설치,유,3765,20587
2060141155,경기,평택시,6786,12,1992,4782,9310,0,6110,3200,자료실내 코너,자료실내 코너,자료실내 코너,유,52748,46215
2060141186,경기,평택시,1,1,0,0,0,0,0,0,미설치,자료실내 코너,미설치,유,2104,42690
2060141031,경기,평택시,4116,4,257,3855,10640,0,3840,6800,미설치,자료실내 코너,자료실내 코너,유,8966,35128
2060141166,경기,포천시,104,0,52,52,430,0,0,430,미설치,미설치,미설치,무,568,16786
2060141248,경기,포천시,1161,276,590,295,14000,2000,4000,8000,자료실내 코너,자료실내 코너,자료실내 코너,유,2483,10357
2060141106,경기,포천시,5333,346,3949,1038,35075,0,35075,0,자료실내 코너,자료실내 코너,미설치,유,15925,20972
2060141151,경기,포천시,1,1,0,0,0,0,0,0,미설치,미설치,미설치,유,10941,18260
2060141076,경기,포천시,720,64,448,208,9014,0,4877,4137,미설치,자료실내 코너,별도 자료실,유,1982,27058
2060141134,경기,포천시,6608,785,5301,522,5500,0,5500,0,자료실내 코너,자료실내 코너,자료실내 코너,유,9981,45285
2060147025,경북,포항시,26,26,0,0,0,0,0,0,자료실내 코너,미설치,미설치,유,89526,58459
2060147040,경북,포항시,837,5,832,0,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,10185,11001
2060147002,경북,포항시,5168,30,5109,29,10012,3022,6990,0,자료실내 코너,자료실내 코너,미설치,유,47677,24611
2060147003,경북,포항시,7292,8,7233,51,4470,0,4470,0,자료실내 코너,자료실내 코너,미설치,유,12954,30916
2060111044,서울,강서구,1701,757,896,48,18402,14693,3709,0,자료실내 코너,자료실내 코너,자료실내 코너,유,73865,29385
2030122003,대구,달서구,0,0,0,0,0,0,0,0,자료실내 코너,미설치,미설치,유,650,12470
2060141269,경기,하남시,135,0,135,0,2700,0,2700,0,미설치,미설치,미설치,유,606,0
2060148036,경남,함안군,413,0,413,0,4000,0,4000,0,미설치,자료실내 코너,미설치,유,720,38107
2060121021,부산,해운대구,4040,289,2108,1643,8600,0,7640,960,자료실내 코너,자료실내 코너,자료실내 코너,유,76504,54628
2060141042,경기,화성시,1545,270,1237,38,12832,1692,4320,6820,자료실내 코너,자료실내 코너,자료실내 코너,유,46019,33729
2060141044,경기,화성시,1396,277,924,195,8395,2004,4392,1999,자료실내 코너,자료실내 코너,자료실내 코너,유,4434,48188
2060141105,경기,화성시,3180,60,2400,720,17769,0,4000,13769,자료실내 코너,자료실내 코너,별도 자료실,유,16000,47896
2060141043,경기,화성시,480,12,353,115,7740,1200,5040,1500,자료실내 코너,자료실내 코너,자료실내 코너,유,9403,32942
2060141139,경기,화성시,328,144,120,64,13400,5000,7400,1000,자료실내 코너,별도 자료실,자료실내 코너,유,17858,31701
2060141147,경기,화성시,84,24,48,12,4398,0,3399,999,자료실내 코너,자료실내 코너,자료실내 코너,무,2943,20935
2060141195,경기,화성시,70,50,20,0,4800,2400,2400,0,자료실내 코너,자료실내 코너,자료실내 코너,유,29094,37292
2060141041,경기,화성시,48,46,2,0,2997,0,1500,1497,자료실내 코너,자료실내 코너,자료실내 코너,유,36992,46176
2060146026,전남,신안군,0,0,0,0,0,0,0,0,미설치,미설치,미설치,무,30,1350
2060141082,경기,가평군,311,0,311,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,8881,52139
2060141264,경기,고양시,749,13,724,12,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,5846,12660
2060141163,경기,고양시,4177,147,3963,67,985,985,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,29453,33764
2060147043,경북,김천시,641,5,636,0,8000,0,8000,0,자료실내 코너,자료실내 코너,미설치,유,204286,55067
2060141095,경기,남양주시,10,10,0,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,1667,52716
2060141112,경기,남양주시,6,6,0,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,36511,53341
2060141103,경기,남양주시,2606,2071,535,0,0,0,0,0,별도 자료실,자료실내 코너,미설치,유,90298,62423
2060141069,경기,남양주시,2962,7,2955,0,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,11461,40076
2060141110,경기,남양주시,658,5,538,115,3794,0,1212,2582,자료실내 코너,자료실내 코너,자료실내 코너,유,2942,60606
2060141208,경기,남양주시,1,1,0,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,4676,39257
2060122007,대구,동구,9334,863,8471,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,94141,52036
2030122006,대구,북구,20,0,10,10,0,0,0,0,미설치,자료실내 코너,자료실내 코너,유,10000,11689
2060111053,서울,송파구,1009,6,977,26,1900,0,1700,200,자료실내 코너,자료실내 코너,자료실내 코너,유,1736,16008
2060111064,서울,송파구,1872,149,1347,376,4900,0,900,4000,자료실내 코너,자료실내 코너,자료실내 코너,유,7629,18645
2060122005,대구,수성구,20905,2770,18135,0,13335,4746,8589,0,자료실내 코너,자료실내 코너,자료실내 코너,유,85012,88721
2060122010,대구,수성구,3025,147,2878,0,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,7962,14392
2060148045,경남,양산시,956,0,956,0,8490,0,8490,0,미설치,자료실내 코너,미설치,유,100773,10262
2060148040,경남,양산시,1332,1042,290,0,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,38497,14712
2060148034,경남,양산시,819,0,819,0,1860,0,1860,0,미설치,미설치,미설치,무,9962,38831
2060148017,경남,양산시,88,88,0,0,12233,12233,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,82450,71937
2060148027,경남,양산시,24271,458,23379,434,7305,4400,2905,0,별도 자료실,자료실내 코너,자료실내 코너,유,52877,71146
2060141177,경기,오산시,2029,36,1951,42,1494,0,450,1044,자료실내 코너,자료실내 코너,자료실내 코너,유,5836,71103
2060145040,전북,전주시,4286,412,3874,0,0,0,0,0,미설치,자료실내 코너,미설치,유,5502,20647
2060141030,경기,평택시,683,0,683,0,2790,0,2790,0,자료실내 코너,자료실내 코너,미설치,유,6682,48253
2060141209,경기,평택시,326,189,117,20,0,0,0,0,미설치,자료실내 코너,자료실내 코너,유,12217,22097
2030111001,서울,종로구,0,0,0,0,0,0,0,0,미설치,미설치,미설치,유,89,8725
2060148009,경남,거제시,65,0,65,0,48206,0,48206,0,미설치,자료실내 코너,미설치,유,490,32194
2060148019,경남,거창군,8012,22,7990,0,33732,5662,23082,4988,자료실내 코너,자료실내 코너,자료실내 코너,유,6559,45504
2050147029,경북,포항시,2179,18,2161,0,1584,0,650,934,자료실내 코너,자료실내 코너,자료실내 코너,무,20164,27482
2060141058,경기,과천시,1535,35,1500,0,2000,0,2000,0,자료실내 코너,자료실내 코너,자료실내 코너,유,2145,91995
2060824004,광주,남구,1447,202,1211,34,11975,0,8912,3063,자료실내 코너,자료실내 코너,자료실내 코너,유,3217,29561
2060111048,서울,은평구,1509,560,834,115,8200,5000,2800,400,자료실내 코너,자료실내 코너,자료실내 코너,유,88123,36331
2060111049,서울,금천구,20563,1687,6181,12695,26788,4212,5826,16750,자료실내 코너,자료실내 코너,자료실내 코너,유,100725,30388
2060122014,대구,동구,2897,392,2505,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,25166,22405
2060125001,대전,중구,7004,1333,3573,2098,24735,12600,3420,8715,별도 자료실,별도 자료실,별도 자료실,유,41370,134408
2060111090,서울,동대문구,14862,10195,3871,796,28099,6401,16797,4901,자료실내 코너,자료실내 코너,자료실내 코너,유,50968,43949
2060111025,서울,동대문구,13867,4962,7035,1870,38143,19424,17317,1402,자료실내 코너,자료실내 코너,자료실내 코너,유,14189,49492
2060147044,경북,의성군,80,0,80,0,0,0,0,0,미설치,자료실내 코너,미설치,유,1044,3626
2060121031,부산,부산진구,2054,40,2004,10,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,16052,17157
2060141115,경기,부천시,3713,60,3386,267,1962,0,748,1214,자료실내 코너,자료실내 코너,별도 자료실,유,6713,57536
2060141014,경기,부천시,67,15,52,0,180,180,0,0,미설치,자료실내 코너,미설치,유,21486,52287
2060141089,경기,부천시,4358,35,3507,816,1143,0,347,796,자료실내 코너,자료실내 코너,미설치,유,6292,51725
2060149004,제주,서귀포시,397,79,292,26,2914,2914,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,3100,19829
2060111038,서울,성동구,469,0,469,0,0,0,0,0,미설치,자료실내 코너,미설치,유,56888,17409
2060141171,경기,수원시,2723,401,2174,148,550,550,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,19171,44426
2060141239,경기,수원시,1843,279,1474,90,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,19742,21972
2060141126,경기,수원시,1900,277,1458,165,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,12708,43652
2060141200,경기,수원시,2280,294,1891,95,0,0,0,0,미설치,미설치,미설치,유,12920,33521
2060146007,전남,순천시,610,54,426,130,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,9780,42966
2060146008,전남,순천시,3136,78,3006,52,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,1983,41679
2060146051,전남,순천시,0,0,0,0,29000,29000,0,0,자료실내 코너,미설치,미설치,무,0,4051
2060141078,경기,양주시,524,16,222,286,0,0,0,0,미설치,미설치,미설치,유,2123,110949
20601110068,서울,영등포구,913,0,755,158,0,0,0,0,미설치,미설치,미설치,유,3823,4936
2060141205,경기,용인시,620,133,471,16,1053,837,216,0,자료실내 코너,자료실내 코너,자료실내 코너,유,24948,24532
2060142045,강원,원주시,211,17,178,16,0,0,0,0,자료실내 코너,미설치,미설치,유,9652,16964
2060141268,경기,의왕시,5446,85,5361,0,3076,728,2348,0,미설치,자료실내 코너,자료실내 코너,유,5363,8369
2060123031,인천,서구,8702,111,8273,318,19009,0,12276,6733,자료실내 코너,자료실내 코너,자료실내 코너,유,119811,25970
2060144013,충남,서천군,3652,805,2743,104,36186,8670,27516,0,자료실내 코너,자료실내 코너,자료실내 코너,유,3007,24832
2060145033,전북,전주시,642,4,177,461,3200,0,0,3200,미설치,자료실내 코너,자료실내 코너,유,2871,16894
2060143015,충북,진천군,1420,120,1250,50,5000,0,3000,2000,자료실내 코너,자료실내 코너,자료실내 코너,무,2524,18386
2060142034,강원,춘천시,2010,93,1917,0,0,0,0,0,미설치,미설치,미설치,유,23593,29259
2060142036,강원,평창군,3,3,0,0,1250,0,625,625,자료실내 코너,자료실내 코너,자료실내 코너,유,2562,7518
2060141225,경기,평택시,12340,2477,3003,6860,23400,9000,4400,10000,자료실내 코너,자료실내 코너,자료실내 코너,유,267109,72965
2060147042,경북,포항시,102,4,91,7,0,0,0,0,자료실내 코너,미설치,미설치,유,8249,11227
2060141254,경기,화성시,79,2,57,20,1999,0,999,1000,자료실내 코너,자료실내 코너,자료실내 코너,유,45018,17067
2060111057,서울,구로구,644,18,323,303,6079,3600,2479,0,자료실내 코너,자료실내 코너,자료실내 코너,유,4071,13086
2060141279,경기,남양주시,12,12,0,0,0,0,0,0,자료실내 코너,미설치,미설치,유,291344,62206
2060122022,대구,수성구,1184,222,961,1,0,0,0,0,자료실내 코너,미설치,미설치,유,3652,10553
2060122004,대구,수성구,2430,247,2183,0,5348,0,30,5318,자료실내 코너,자료실내 코너,자료실내 코너,유,2878,16451
2060144045,충남,아산시,4,0,4,0,22574,0,8371,14203,미설치,자료실내 코너,자료실내 코너,유,300,9395
