도서관코드,도서관명,구분,시도,시군구
141008,경기도교육청성남도서관,공공(일반),경기,성남시
141010,경기도교육청중앙도서관,공공(일반),경기,수원시
141141,경기도교육청평생학습관,공공(일반),경기,수원시
141009,경기도교육청평택도서관,공공(일반),경기,평택시
141017,경기도교육청포천도서관,공공(일반),경기,포천시
141130,경기도교육청화성도서관,공공(일반),경기,화성시
147046,경상북도교육청정보센터,공공(일반),경북,경산시
141123,고양시립아람누리도서관,공공(일반),경기,고양시
124003,광주광역시립무등도서관,공공(일반),광주,북구
124004,광주광역시립사직도서관,공공(일반),광주,남구
124008,광주광역시립산수도서관,공공(일반),광주,동구
124012,광주남구문화정보도서관,공공(일반),광주,남구
147119,구미시립상모정수도서관,공공(일반),경북,구미시
122004,국채보상운동기념도서관,공공(일반),대구,중구
145041,김제시립도서관금구분관,공공(일반),전북,김제시
145033,김제시립도서관만경분관,공공(일반),전북,김제시
111482,내를건너서숲으로도서관,공공(일반),서울,은평구
122001,대구2.28기념학생도서관,공공(일반),대구,동구
122009,대구광역시립남부도서관,공공(일반),대구,남구
122011,대구광역시립달성도서관,공공(일반),대구,달성군
122010,대구광역시립동부도서관,공공(일반),대구,동구
122002,대구광역시립두류도서관,공공(일반),대구,달서구
122003,대구광역시립북부도서관,공공(일반),대구,북구
122008,대구광역시립서부도서관,공공(일반),대구,서구
122007,대구광역시립수성도서관,공공(일반),대구,수성구
141089,동두천꿈나무정보도서관,공공(일반),경기,동두천시
145037,무주형설지공군립도서관,공공(일반),전북,무주군
121002,부산광역시립구덕도서관,공공(일반),부산,서구
121003,부산광역시립구포도서관,공공(일반),부산,북구
121015,부산광역시립명장도서관,공공(일반),부산,동래구
121004,부산광역시립반송도서관,공공(일반),부산,해운대구
121005,부산광역시립부전도서관,공공(일반),부산,부산진구
121006,부산광역시립사하도서관,공공(일반),부산,사하구
121007,부산광역시립서동도서관,공공(일반),부산,금정구
121008,부산광역시립시민도서관,공공(일반),부산,부산진구
121011,부산광역시립연산도서관,공공(일반),부산,연제구
121012,부산광역시립중앙도서관,공공(일반),부산,중구
141652,부천시립별빛마루도서관,공공(일반),경기,부천시
141660,부천시립역곡밝은도서관,공공(일반),경기,부천시
143129,생거진천혁신도시도서관,공공(일반),충북,진천군
141595,수원시광교푸른숲도서관,공공(일반),경기,수원시
146068,순천시립조례호수도서관,공공(일반),전남,순천시
111486,어린이청소년국학도서관,공공(일반),서울,종로구
128017,인천광역시립수봉도서관,공공(일반),인천,미추홀구
128015,인천광역시립영종도서관,공공(일반),인천,중구
123001,인천광역시미추홀도서관,공공(일반),인천,남동구
111116,중곡문화체육센터도서관,공공(일반),서울,광진구
111060,중랑구립면목정보도서관,공공(일반),서울,중랑구
148073,중리초등복합시설도서관,공공(일반),경남,창원시
143130,충주어린이청소년도서관,공공(일반),충북,충주시
143012,충청북도중원교육문화원,공공(일반),충북,충주시
147073,포항시립동해석곡도서관,공공(일반),경북,포항시
147059,포항시립포은중앙도서관,공공(일반),경북,포항시
127097,꿈꾸는마을도서관 도토리,공공(일반),대구,북구
111514,마포구립 소금나루도서관,공공(일반),서울,마포구
141649,성남시 책테마파크도서관,공공(일반),경기,성남시
144180,아산시 음봉어울샘도서관,공공(일반),충남,아산시
145134,완주군립 둔산영어도서관,공공(일반),전북,완주군
141633,의왕시 포일어울림도서관,공공(일반),경기,의왕시
145024,익산시립도서관 마동분관,공공(일반),전북,익산시
111459,지샘터 올림픽공원도서관,공공(일반),서울,송파구
111526,강남구립개포하늘꿈도서관,공공(일반),서울,강남구
111038,강북청소년문화정보도서관,공공(일반),서울,강북구
141106,경기도교육청의정부도서관,공공(일반),경기,의정부시
127084,대구광역시북구대현도서관,공공(일반),대구,북구
126024,부산광역시립해운대도서관,공공(일반),부산,해운대구
111531,서초구립방배숲환경도서관,공공(일반),서울,서초구
111499,성동구립매봉산숲속도서관,공공(일반),서울,성동구
111191,소나무언덕잠실본동도서관,공공(일반),서울,송파구
141129,용인시구갈희망누리도서관,공공(일반),경기,용인시
146025,전라남도교육청광양도서관,공공(일반),전남,광양시
146005,전라남도교육청구례도서관,공공(일반),전남,구례군
146007,전라남도교육청나주도서관,공공(일반),전남,나주시
146006,전라남도교육청남평도서관,공공(일반),전남,나주시
146008,전라남도교육청담양도서관,공공(일반),전남,담양군
146010,전라남도교육청목포도서관,공공(일반),전남,목포시
146011,전라남도교육청무안도서관,공공(일반),전남,무안군
146013,전라남도교육청벌교도서관,공공(일반),전남,보성군
146012,전라남도교육청보성도서관,공공(일반),전남,보성군
146016,전라남도교육청영광도서관,공공(일반),전남,영광군
146017,전라남도교육청영암도서관,공공(일반),전남,영암군
146018,전라남도교육청장성도서관,공공(일반),전남,장성군
146019,전라남도교육청장흥도서관,공공(일반),전남,장흥군
146020,전라남도교육청진도도서관,공공(일반),전남,진도군
146021,전라남도교육청함평도서관,공공(일반),전남,함평군
146022,전라남도교육청해남도서관,공공(일반),전남,해남군
146023,전라남도교육청화순도서관,공공(일반),전남,화순군
145032,정읍시립도서관신태인분관,공공(일반),전북,정읍시
144040,충청남도교육청평생교육원,공공(일반),충남,천안시
141102,포천시립영중꿈나무도서관,공공(일반),경기,포천시
147157,포항시립어린이영어도서관,공공(일반),경북,포항시
141611,화성시립다원이음터도서관,공공(일반),경기,화성시
141644,화성시립서연이음터도서관,공공(일반),경기,화성시
141621,화성시립송린이음터도서관,공공(일반),경기,화성시
141637,화성시립왕배푸른숲도서관,공공(일반),경기,화성시
148001,경상남도교육청 거제도서관,공공(일반),경남,거제시
148002,경상남도교육청 거창도서관,공공(일반),경남,거창군
148003,경상남도교육청 고성도서관,공공(일반),경남,고성군
148004,경상남도교육청 김해도서관,공공(일반),경남,김해시
148032,경상남도교육청 남지도서관,공공(일반),경남,창녕군
148005,경상남도교육청 남해도서관,공공(일반),경남,남해군
148006,경상남도교육청 마산도서관,공공(일반),경남,창원시
148007,경상남도교육청 밀양도서관,공공(일반),경남,밀양시
148009,경상남도교육청 사천도서관,공공(일반),경남,사천시
148010,경상남도교육청 산청도서관,공공(일반),경남,산청군
148012,경상남도교육청 양산도서관,공공(일반),경남,양산시
148019,경상남도교육청 의령도서관,공공(일반),경남,의령군
148034,경상남도교육청 진동도서관,공공(일반),경남,창원시
148020,경상남도교육청 진양도서관,공공(일반),경남,진주시
148021,경상남도교육청 진영도서관,공공(일반),경남,김해시
148024,경상남도교육청 창녕도서관,공공(일반),경남,창녕군
148025,경상남도교육청 창원도서관,공공(일반),경남,창원시
148026,경상남도교육청 통영도서관,공공(일반),경남,통영시
148036,경상남도교육청 하남도서관,공공(일반),경남,밀양시
148027,경상남도교육청 하동도서관,공공(일반),경남,하동군
148028,경상남도교육청 함안도서관,공공(일반),경남,함안군
148029,경상남도교육청 함양도서관,공공(일반),경남,함양군
148030,경상남도교육청 합천도서관,공공(일반),경남,합천군
147002,경상북도교육청 고령도서관,공공(일반),경북,고령군
147003,경상북도교육청 구미도서관,공공(일반),경북,구미시
147014,경상북도교육청 금호도서관,공공(일반),경북,영천시
147007,경상북도교육청 봉화도서관,공공(일반),경북,봉화군
147008,경상북도교육청 상주도서관,공공(일반),경북,상주시
147009,경상북도교육청 성주도서관,공공(일반),경북,성주군
147010,경상북도교육청 안동도서관,공공(일반),경북,안동시
147031,경상북도교육청 영덕도서관,공공(일반),경북,영덕군
147012,경상북도교육청 영양도서관,공공(일반),경북,영양군
147013,경상북도교육청 영일도서관,공공(일반),경북,포항시
147015,경상북도교육청 예천도서관,공공(일반),경북,예천군
147016,경상북도교육청 외동도서관,공공(일반),경북,경주시
147017,경상북도교육청 울릉도서관,공공(일반),경북,울릉군
147018,경상북도교육청 울진도서관,공공(일반),경북,울진군
147019,경상북도교육청 의성도서관,공공(일반),경북,의성군
147020,경상북도교육청 점촌도서관,공공(일반),경북,문경시
147021,경상북도교육청 청도도서관,공공(일반),경북,청도군
147022,경상북도교육청 청송도서관,공공(일반),경북,청송군
147023,경상북도교육청 칠곡도서관,공공(일반),경북,칠곡군
141536,남양주시 진접푸른숲도서관,공공(일반),경기,남양주시
128098,인천광역시 영종하늘도서관,공공(일반),인천,중구
128096,인천광역시 청라국제도서관,공공(일반),인천,서구
128097,인천광역시 청라호수도서관,공공(일반),인천,서구
149023,제주특별자치도 한라도서관,공공(일반),제주,제주시
141012,경기도교육청여주가남도서관,공공(일반),경기,여주시
124002,광주광역시교육청중앙도서관,공공(일반),광주,동구
125008,대전광역시 동구 가오도서관,공공(일반),대전,동구
125006,대전광역시 동구 용운도서관,공공(일반),대전,동구
130004,대전광역시 동구 판암도서관,공공(일반),대전,동구
126155,부산광역시 남구 분포도서관,공공(일반),부산,남구
111051,서대문구립이진아기념도서관,공공(일반),서울,서대문구
111003,서울특별시교육청강남도서관,공공(일반),서울,강남구
111004,서울특별시교육청강동도서관,공공(일반),서울,강동구
111005,서울특별시교육청강서도서관,공공(일반),서울,강서구
111006,서울특별시교육청개포도서관,공공(일반),서울,강남구
111008,서울특별시교육청고척도서관,공공(일반),서울,구로구
111009,서울특별시교육청구로도서관,공공(일반),서울,구로구
111010,서울특별시교육청남산도서관,공공(일반),서울,용산구
111011,서울특별시교육청도봉도서관,공공(일반),서울,도봉구
111013,서울특별시교육청동작도서관,공공(일반),서울,동작구
111030,서울특별시교육청송파도서관,공공(일반),서울,송파구
111015,서울특별시교육청양천도서관,공공(일반),서울,양천구
111019,서울특별시교육청용산도서관,공공(일반),서울,용산구
111020,서울특별시교육청정독도서관,공공(일반),서울,종로구
111021,서울특별시교육청종로도서관,공공(일반),서울,종로구
145042,익산시립도서관(영등도서관),공공(일반),전북,익산시
123009,인천광역시교육청계양도서관,공공(일반),인천,계양구
123002,인천광역시교육청부평도서관,공공(일반),인천,부평구
123003,인천광역시교육청북구도서관,공공(일반),인천,부평구
123004,인천광역시교육청서구도서관,공공(일반),인천,서구
123010,인천광역시교육청연수도서관,공공(일반),인천,연수구
123005,인천광역시교육청주안도서관,공공(일반),인천,미추홀구
123006,인천광역시교육청중앙도서관,공공(일반),인천,남동구
144177,천안아산상생협력센터도서관,공공(일반),충남,천안시
141243,파주시립중앙도서관광탄분관,공공(일반),경기,파주시
141040,파주시립중앙도서관금촌분관,공공(일반),경기,파주시
141041,파주시립중앙도서관문산분관,공공(일반),경기,파주시
141049,파주시립중앙도서관법원분관,공공(일반),경기,파주시
148011,경상남도교육청 삼천포도서관,공공(일반),경남,사천시
127106,수성구립 수성못그림책도서관,공공(일반),대구,수성구
127058,2.28민주운동기념회관(도서관),공공(일반),대구,중구
129228,광주광역시립디지털정보도서관,공공(일반),광주,동구
143064,대전광역시 동구 무지개도서관,공공(일반),대전,동구
111012,서울특별시교육청동대문도서관,공공(일반),서울,동대문구
111016,서울특별시교육청서대문도서관,공공(일반),서울,서대문구
127102,수성구립황금책문화센터도서관,공공(일반),대구,수성구
123007,인천광역시교육청화도진도서관,공공(일반),인천,동구
146002,전라남도교육청고흥평생교육관,공공(일반),전남,고흥군
146042,전라남도교육청광양평생교육관,공공(일반),전남,광양시
144004,충청남도교육청남부평생교육원,공공(일반),충남,논산시
144009,충청남도교육청서부평생교육원,공공(일반),충남,서산시
144015,충청남도교육청학생교육문화원,공공(일반),충남,천안시
141624,화성시립동탄목동이음터도서관,공공(일반),경기,화성시
141578,화성시립동탄중앙이음터도서관,공공(일반),경기,화성시
147032,경상북도교육청 영주선비도서관,공공(일반),경북,영주시
141625,남양주시 이석영뉴미디어도서관,공공(일반),경기,남양주시
328015,인천광역시 송도국제기구도서관,공공(일반),인천,연수구
124007,광주광역시교육청금호평생교육관,공공(일반),광주,남구
121010,부산광역시립중앙도서관수정분관,공공(일반),부산,동구
146003,전라남도교육청곡성교육문화회관,공공(일반),전남,곡성군
146059,전라남도교육청학생교육문화회관,공공(일반),전남,여수시
145001,전북특별자치도교육청고창도서관,공공(일반),전북,고창군
145006,전북특별자치도교육청무주도서관,공공(일반),전북,무주군
145008,전북특별자치도교육청순창도서관,공공(일반),전북,순창군
145010,전북특별자치도교육청완주도서관,공공(일반),전북,완주군
145014,전북특별자치도교육청임실도서관,공공(일반),전북,임실군
145015,전북특별자치도교육청장수도서관,공공(일반),전북,장수군
145021,전북특별자치도교육청진안도서관,공공(일반),전북,진안군
111534,제기동감초마을현진건기념도서관,공공(일반),서울,동대문구
141283,화성시립동탄복합문화센터도서관,공공(일반),경기,화성시
141671,화성시립향남복합문화센터도서관,공공(일반),경기,화성시
148316,경상남도교육청 산청지리산도서관,공공(일반),경남,산청군
124011,광주광역시교육청학생교육문화회관,공공(일반),광주,서구
144001,충청남도공주교육지원청공주도서관,공공(일반),충남,공주시
144002,충청남도공주교육지원청유구도서관,공공(일반),충남,공주시
144003,충청남도금산교육지원청금산도서관,공공(일반),충남,금산군
144005,충청남도당진교육지원청당진도서관,공공(일반),충남,당진시
144006,충청남도보령교육지원청보령도서관,공공(일반),충남,보령시
144007,충청남도보령교육지원청웅천도서관,공공(일반),충남,보령시
144008,충청남도부여교육지원청부여도서관,공공(일반),충남,부여군
144020,충청남도서산교육지원청해미도서관,공공(일반),충남,서산시
144010,충청남도서천교육지원청서천도서관,공공(일반),충남,서천군
144013,충청남도아산교육지원청아산도서관,공공(일반),충남,아산시
144012,충청남도예산교육지원청예산도서관,공공(일반),충남,예산군
144021,충청남도천안교육지원청성환도서관,공공(일반),충남,천안시
144017,충청남도청양교육지원청청양도서관,공공(일반),충남,청양군
144018,충청남도태안교육지원청태안도서관,공공(일반),충남,태안군
144019,충청남도홍성교육지원청홍성도서관,공공(일반),충남,홍성군
147040,경상북도교육청 상주도서관화령분관,공공(일반),경북,상주시
147011,경상북도교육청 안동도서관용상분관,공공(일반),경북,안동시
147039,경상북도교육청 안동도서관풍산분관,공공(일반),경북,안동시
147006,경상북도교육청 점촌도서관가은분관,공공(일반),경북,문경시
147004,대구광역시교육청삼국유사군위도서관,공공(일반),대구,군위군
144011,세종특별자치시교육청평생교육학습관,공공(일반),세종,세종시
146180,전라남도교육청순천만생태문화교육원,공공(일반),전남,순천시
148312,경상남도교육청 김해지혜의바다도서관,공공(일반),경남,김해시
148310,경상남도교육청 마산지혜의바다도서관,공공(일반),경남,창원시
141064,한아름도서관 (수원청소년문화센터내),공공(일반),경기,수원시
124001,광주광역시교육청송정다가치문화도서관,공공(일반),광주,광산구
124005,광주광역시교육청학생독립운동기념회관,공공(일반),광주,서구
147024,경상북도교육청 영주선비도서관풍기분관,공공(일반),경북,영주시
111007,서울특별시교육청고덕평생학습관(도서관),공공(일반),서울,강동구
111022,서울특별시교육청노원평생학습관(도서관),공공(일반),서울,노원구
111014,서울특별시교육청마포평생학습관(도서관),공공(일반),서울,마포구
145036,전북특별자치도교육청군산학생교육문화관,공공(일반),전북,군산시
145077,전북특별자치도교육청김제학생교육문화관,공공(일반),전북,김제시
145004,전북특별자치도교육청남원학생교육문화관,공공(일반),전북,남원시
145007,전북특별자치도교육청부안학생교육문화관,공공(일반),전북,부안군
145034,전북특별자치도교육청익산학생교육문화관,공공(일반),전북,익산시
145016,전북특별자치도교육청전주학생교육문화관,공공(일반),전북,전주시
111018,서울특별시교육청영등포평생학습관(도서관),공공(일반),서울,영등포구
129221,광주광역시교육청중앙도서관 분관 최상준도서관,공공(일반),광주,북구
111031,서울특별시교육청마포평생학습관(도서관) 아현분관,공공(일반),서울,마포구
145009,전북특별자치도교육청군산학생교육문화관 대야분관,공공(일반),전북,군산시
145022,전북특별자치도교육청김제학생교육문화관 금산분관,공공(일반),전북,김제시
145011,전북특별자치도교육청남원학생교육문화관 운봉분관,공공(일반),전북,남원시
145013,전북특별자치도교육청익산학생교육문화관 함열분관,공공(일반),전북,익산시
141638,한국장학재단-은행권 제1호 대학생연합생활관 인성교육관 도서관,공공(일반),경기,고양시
111454,둘리도서관,공공(어린이),서울,도봉구
145121,늘푸른도서관,공공(어린이),전북,군산시
142050,담작은도서관,공공(어린이),강원,춘천시
111123,해오름도서관,공공(어린이),서울,성북구
146177,광양희망도서관,공공(어린이),전남,광양시
143138,맹동혁신도서관,공공(어린이),충북,음성군
126156,강서기적의도서관,공공(어린이),부산,강서구
146186,곡성어린이도서관,공공(어린이),전남,곡성군
111471,궁동어린이도서관,공공(어린이),서울,구로구
144041,금산기적의도서관,공공(어린이),충남,금산군
111067,길꽃어린이도서관,공공(어린이),서울,강서구
148180,김해기적의도서관,공공(어린이),경남,김해시
126166,꿈키어린이도서관,공공(어린이),부산,동래구
148321,남부어린이도서관,공공(어린이),경남,진주시
111047,노원어린이도서관,공공(어린이),서울,노원구
127002,달서어린이도서관,공공(어린이),대구,달서구
111443,대방어린이도서관,공공(어린이),서울,동작구
111457,도봉기적의도서관,공공(어린이),서울,도봉구
131056,명촌어린이도서관,공공(어린이),울산,북구
146071,목포어린이도서관,공공(어린이),전남,목포시
141138,반달어린이도서관,공공(어린이),경기,수원시
128035,부개어린이도서관,공공(어린이),인천,부평구
128007,부평기적의도서관,공공(어린이),인천,부평구
125001,산성어린이도서관,공공(어린이),대전,중구
130007,서구어린이도서관,공공(어린이),대전,서구
127011,서구어린이도서관,공공(어린이),대구,서구
144145,서산어린이도서관,공공(어린이),충남,서산시
111117,송파어린이도서관,공공(어린이),서울,송파구
146118,순천기적의도서관,공공(어린이),전남,순천시
141132,안양어린이도서관,공공(어린이),경기,안양시
131074,옥현어린이도서관,공공(어린이),울산,남구
129005,운남어린이도서관,공공(어린이),광주,광산구
111484,월계어린이도서관,공공(어린이),서울,노원구
111303,장안어린이도서관,공공(어린이),서울,동대문구
126008,재송어린이도서관,공공(어린이),부산,해운대구
126134,정관어린이도서관,공공(어린이),부산,기장군
141280,정왕어린이도서관,공공(어린이),경기,시흥시
145047,정읍기적의도서관,공공(어린이),전북,정읍시
143025,제천기적의도서관,공공(어린이),충북,제천시
148049,진해기적의도서관,공공(어린이),경남,창원시
147130,청도어린이도서관,공공(어린이),경북,청도군
143023,청주기적의도서관,공공(어린이),충북,청주시
111519,하계어린이도서관,공공(어린이),서울,노원구
143140,호암어린이도서관,공공(어린이),충북,충주시
142111,화천어린이도서관,공공(어린이),강원,화천군
141108,화홍어린이도서관,공공(어린이),경기,수원시
111446,휘경어린이도서관,공공(어린이),서울,동대문구
148259,마하 어린이도서관,공공(어린이),경남,진주시
111098,꿈꾸는어린이도서관,공공(어린이),서울,강서구
111189,도봉아이나라도서관,공공(어린이),서울,도봉구
111102,동작영어마루도서관,공공(어린이),서울,동작구
141087,바른샘어린이도서관,공공(어린이),경기,수원시
148169,사천시어린이도서관,공공(어린이),경남,사천시
111465,삼각산어린이도서관,공공(어린이),서울,강북구
149022,서귀포기적의도서관,공공(어린이),제주,서귀포시
111498,손기정어린이도서관,공공(어린이),서울,중구
126162,수영구어린이도서관,공공(어린이),부산,수영구
141085,슬기샘어린이도서관,공공(어린이),경기,수원시
111468,아리랑어린이도서관,공공(어린이),서울,성북구
141237,의왕시글로벌도서관,공공(어린이),경기,의왕시
149019,제주시기적의도서관,공공(어린이),제주,제주시
111311,중랑숲어린이도서관,공공(어린이),서울,중랑구
141086,지혜샘어린이도서관,공공(어린이),경기,수원시
141101,군포시 어린이도서관,공공(어린이),경기,군포시
128116,별똥별 어린이도서관,공공(어린이),인천,계양구
148304,양산시립 상북도서관,공공(어린이),경남,양산시
126015,영도도서관 남항분관,공공(어린이),부산,영도구
141166,이천시 어린이도서관,공공(어린이),경기,이천시
111537,광진어린이영어도서관,공공(어린이),서울,광진구
148324,김해어린이영어도서관,공공(어린이),경남,김해시
111180,남산타운어린이도서관,공공(어린이),서울,중구
126158,동구어린이영어도서관,공공(어린이),부산,동구
111474,못골한옥어린이도서관,공공(어린이),서울,강남구
128047,송도국제어린이도서관,공공(어린이),인천,연수구
111259,송파어린이영어도서관,공공(어린이),서울,송파구
147163,안동시립어린이도서관,공공(어린이),경북,안동시
141133,안산단원어린이도서관,공공(어린이),경기,안산시
129004,어린이생태학습도서관,공공(어린이),광주,서구
111304,용두어린이영어도서관,공공(어린이),서울,동대문구
131002,울산북구기적의도서관,공공(어린이),울산,북구
127107,서구 어린이영어도서관,공공(어린이),대구,서구
127018,수성구립 물망이도서관,공공(어린이),대구,수성구
111235,글마루한옥어린이도서관,공공(어린이),서울,구로구
111179,남가좌새롬어린이도서관,공공(어린이),서울,서대문구
111462,마포푸르메어린이도서관,공공(어린이),서울,마포구
141258,성남시중원어린이도서관,공공(어린이),경기,성남시
141548,성남시판교어린이도서관,공공(어린이),경기,성남시
149036,제주꿈바당어린이도서관,공공(어린이),제주,제주시
148047,진주시어린이전문도서관,공공(어린이),경남,진주시
143029,청주신율봉어린이도서관,공공(어린이),충북,청주시
141103,평택시립지산초록도서관,공공(어린이),경기,평택시
141124,고양시립주엽어린이도서관,공공(어린이),경기,고양시
141126,고양시립행신어린이도서관,공공(어린이),경기,고양시
141125,고양시립화정어린이도서관,공공(어린이),경기,고양시
145149,남원시어린이청소년도서관,공공(어린이),전북,남원시
141134,안산시립상록어린이도서관,공공(어린이),경기,안산시
141669,안양시립큰샘어린이도서관,공공(어린이),경기,안양시
141127,오산시립 햇살마루 도서관,공공(어린이),경기,오산시
126147,부산진구어린이청소년도서관,공공(어린이),부산,부산진구
128010,인천광역시교육청평생학습관,공공(어린이),인천,연수구
111017,서울특별시교육청어린이도서관,공공(어린이),서울,종로구
144045,아산시꿈샘어린이청소년도서관,공공(어린이),충남,아산시
141661,화성시립달빛나래어린이도서관,공공(어린이),경기,화성시
141170,화성시립두빛나래어린이도서관,공공(어린이),경기,화성시
141241,화성시립둥지나래어린이도서관,공공(어린이),경기,화성시
