도서관코드,도서관_부지면적,도서관_건물_연면적,도서관_서비스_제공면적,총좌석수,어린이_열람석,노인및장애인_열람석
2060121026,971.8,893.96,647.96,94,50,9
2060144033,897,698.28,462,100,30,4
2060125021,1913,2590.82,983,280,38,10
2060148007,1882,4440,1090,431,50,2
2060146038,21755,1779,799,102,8,4
2060141145,2590,8509,2433,647,135,9
2030142002,323.4,270.78,223.8,60,30,5
2060124007,1500,1997,1183.62,323,60,6
2060111015,1178.9,348,329.02,72,15,8
2060111091,423,461.86,417.41,124,40,12
2060123017,760,1083.02,693.85,149,61,0
2060111056,891,450.05,399.3,59,16,3
2060141148,4427,3012,1615,260,66,1
2060144027,563.74,563.74,358.59,50,18,4
2060144040,31146,12172,6225.53,811,100,9
2060148015,10362,5868,2290,540,80,1
2060147008,1155,994.68,678.66,115,12,0
2060141204,3939,271,261,66,15,0
2060149002,15897,4998,3513,979,214,16
2060142043,1683.67,1481.78,866.14,188,59,1
2060141271,3870,1157,688,109,36,9
2060141221,3870,279,270,60,27,7
2060149012,5840,2039,420,148,17,8
2060111065,268.66,521.1,267,124,12,1
2060121030,10963.2,1897.8,1307.57,199,44,2
2060149009,5852,1048.81,649.1,104,36,9
2060141149,2382,1654,895.95,230,117,0
2060141220,6204,2053,1448,219,82,10
2060141090,1000,3919,2777,309,51,52
2060141128,3606,1998,1884,145,40,5
2060125016,2209,932.08,618.1,80,44,4
2060141068,596,2659,121.56,113,25,2
2060111071,509.5,937,606.94,150,40,2
2060121012,1983.5,3859.39,1863.76,767,132,12
2060148021,3846.32,3174.62,926.75,220,50,6
2060123005,2257,1505.6,752.66,281,33,19
2060141277,2215,872.35,784.09,148,46,0
2030111008,805.71,805.71,493,81,30,0
2060125008,4887,3877,1315,591,80,12
2060141215,1128,1942,971,200,5,0
2060146017,4527,3638,1990,348,130,10
2060132008,8057,1067.82,555.62,208,26,0
2060141108,3958,1665,701,129,31,2
2060111082,9678.69,1746.84,1280,436,76,30
2060122003,10454,3702,2107,400,150,8
20601110059,406.82,406.82,267.36,60,15,0
20601110047,1245,6492.72,2875.28,256,61,23
20601110052,1435,4456.3,1680.15,161,89,4
2060111035,476,476,395,113,16,0
2060148013,2238,1223.47,661.25,59,58,1
2060132015,6781,2485.98,1312.26,182,60,0
2060132011,10763,1150,775.55,226,80,0
2060132005,1506.23,1506.23,837.14,211,21,30
2060132002,11158,1779.23,688.7,169,46,0
2060111093,626.9,265,229.88,60,30,0
2060141144,1808,944,891,125,60,0
2060142038,30315.9,2979.28,2128.36,380,98,14
2060132013,7917,1286.12,770.21,136,20,6
2060132007,11695,1055.48,552.74,150,40,0
2060147024,3091,2004.9,1207.32,54,16,2
2030141001,7929,542,542,52,2,3
2060141280,643.3,997.05,962.57,142,40,2
2060132006,8086,1333.42,944.39,156,40,0
2060142042,3015,2815.83,2098,365,99,35
2050149006,30093,2613,1701,69,38,6
2060143031,3732.5,2577.76,2113.65,315,122,1
2060132009,8196,2275.29,989.97,232,100,2
2060141235,4624,2999,2346,81,25,1
2060121007,5661,4290.38,2361.79,246,46,2
2060141253,5919,398,382,46,10,0
2060125026,609,995.61,605,90,21,2
2060132003,11820,1735.64,713.67,184,78,0
2060111011,1398,2016,106,155,0,7
2060131009,854.1,854.1,718.3,78,30,2
2060111070,618,1557.4,922.3,190,43,12
2060141290,3036,2596,1480,199,59,1
2060143017,13974,3374.56,1527.51,301,70,3
2060122020,790,757,443,62,35,1
2060141170,861,783.28,755.92,194,54,0
2060125024,4782,3887.84,1367.52,202,40,4
2060146033,2409,2339,1116,377,156,1
2060111021,1088,332,311.87,70,12,1
2050143005,9506.4,1931.04,1121.76,231,48,0
2060149008,9311.4,1231.02,733.98,180,70,18
2060132004,8109,1281.47,514.5,196,24,0
2060111022,1154,327.44,282.44,98,44,1
2060124021,2650.1,2494.95,1246.65,135,26,0
2060148043,6363.3,4484.79,2053.01,291,92,31
2060141140,1012,2893,1058,338,42,0
2060123004,1053,1248,709.79,115,43,2
2060111050,1315,3006.87,1329.95,297,28,3
2060132001,2640,924.78,595.97,91,35,0
2050149003,4274,2194.63,607.29,167,29,0
2060123027,2929.3,1490.82,923.21,200,100,15
2060132014,9925,1736.09,1026.01,233,50,0
2060141226,1735,4255,1702,621,87,1
2060111023,3260.7,481.6,438.3,81,17,4
2030141004,1848.33,417,417,137,0,0
2060122026,812.6,1692.18,812.2,95,40,2
2060131002,701.8,952.69,36.3,188,70,0
2060111089,467.95,467.95,330,100,70,0
2060131015,680,881.64,455.63,80,40,1
2050142003,8678,5226,2752,521,52,0
2060111079,623.17,541.16,361.95,53,47,6
2060123002,1528.1,2190.29,2190,247,25,5
2060111059,669.84,464.1,454.99,54,30,0
2060148038,14226,7869,3520,468,92,16
2060147019,4343,3182.75,1301.18,512,49,1
2060147004,8378,3295.5,1722.35,304,95,18
2060147005,710,492,300,58,6,0
2050142022,1481,707.71,382.2,86,18,0
2060142021,3820,1499.62,944.35,190,26,0
2060148018,1119,499.03,390,60,28,0
2060132010,8243,1116,654.4,144,44,4
2060145023,977.3,1070,615,175,0,0
20601110065,1739,1739,1241,222,72,0
2060148002,9122,3753,1269,415,40,10
2060146014,1526,1043,447,60,35,3
2060111010,4500,4801.94,3095,367,60,9
2030146001,14977,330,330,60,20,5
2060146049,850.6,1755,1052.72,150,120,0
2060146046,7128.8,1258.9,794.6,95,45,2
2060146044,810.3,1309.26,844.51,89,27,2
2060146011,3077,1659,907,219,140,14
2060146010,8711,3751,2207,314,7,1
2060111004,3499.88,7283.1,3591,674,106,4
2060144024,7863,1386,1078,200,42,2
2050143011,3123,1874,863,340,20,8
20601110071,2917.05,1444,746.22,173,28,1
20601110004,325.23,515.14,354.92,63,20,2
2060145017,2450,5736.22,1956.22,255,94,1
2060111028,351,694,490,94,20,6
2050143014,3344.1,1584.51,636.58,238,74,0
2060146023,2410,1079,470,60,30,20
2060145009,5410.1,5005.91,2703.6,513,45,1
2060147009,17880,7278,2715,759,84,20
2060148039,12228.7,3280,1640.45,248,16,0
2060146009,2010,1215.03,531.86,249,16,2
2060123034,41789,2378.44,1423.04,186,49,8
2060145022,1170,1046,985,184,62,3
2060121024,1000,714.01,407.33,183,40,1
2060111026,17946,6526,3024.91,683,58,10
2060146024,1143,1165,583.56,70,40,20
2060144005,1961.8,1441.86,803.3,235,44,0
2060144006,2911,1511,661.74,115,25,0
2060144043,12405,3328.18,1663.56,253,65,1
2030121002,108.9,278,200,44,10,0
2030141006,544,1085,852,260,47,4
20601110050,1602,1028,937,80,18,0
2050143015,2245.6,1394.6,841.07,200,39,0
2060111075,1650.64,829.13,737.97,191,102,1
2060122023,494.9,927.73,551,89,15,3
2060122009,1954,2007.68,1203.08,215,74,13
2060121015,1022,956.38,545.65,179,38,0
2030122008,2338,266,266,91,40,5
2060123033,2876,1147.89,1059.76,216,70,8
2050142011,4085,2904.3,1668.58,211,58,36
2060142033,680.1,488.2,371.2,71,20,2
2030111011,502.2,762.65,471.51,92,46,1
2060148012,6840,7397,2137.72,526,192,6
2060148010,5173,2130,1111,316,40,1
20601110016,10754,11234,4430,741,250,16
2030121003,1026,330,300,60,20,0
2030111004,756,2042,2042,297,60,0
2050142008,609.4,1604.4,1067,160,52,20
2060111052,544.48,544.48,355.7,60,26,1
2060146001,9814,5774,1935,292,46,12
2060146043,2476,935.04,331.38,90,20,0
2060146020,13790,1300,1300,150,50,4
2050142007,859,797.35,737.35,139,39,0
2060124004,18267,1250,786,320,28,1
2050143006,2182,807,504,41,14,1
2060148006,5379,5907,2875,619,64,3
2060142047,915,1434.54,808.67,245,14,0
2060144009,8404,3717.3,2381.97,741,116,35
2060144010,3355,448.09,299.54,50,8,0
20601110069,3350.7,656.97,410.17,80,30,0
2050143007,2126,1776.1,1007.26,142,40,0
2060143032,19000,2002,1708,150,50,15
2060121001,7471,3418,1164.85,255,63,10
2050121013,1071.9,785,701,256,45,0
2060145019,2478,1379,759.24,231,50,10
2060111083,822.2,1724.86,725.67,139,83,3
2060142017,1358,1327.97,890,187,36,2
2060148044,7654,5270.63,3065.96,226,48,2
2050142005,5002,3682,2081,199,101,10
2060142012,3280,1160,954,170,18,1
2060142013,2635,1732,1079,239,44,5
2060144020,1655,772.2,393,80,15,1
2060147046,5348,3780,1705,130,60,4
2060122024,663,650.7,269.6,24,23,0
2060124022,10424,913.05,362.28,118,0,0
2060144011,10357,2612,1564.98,439,34,6
2060123029,19468,1772.58,863.33,312,200,14
2060111002,1894,5692,3515.8,548,116,16
20601110037,1409.02,1409.02,935.91,192,79,4
2060111009,2468,6667,1756,450,98,5
2060149010,6723,2115,874,167,33,4
2060132012,6766,10097.4,5063.74,586,194,6
2050142009,2757.3,1603.84,1010,192,66,10
2050142004,7642,3049,1820,166,50,2
2060142032,4400,2651,1712,240,40,2
20601110014,914,914,697,140,60,2
2060145034,2162,1481,1000,67,0,4
20601110049,1226,468,282,64,0,1
2060146025,2717,1135,1116,88,20,3
2060111027,1509,840.95,840.95,143,24,2
20601110035,522,687.48,517.96,149,52,2
2060149011,3306,1838,467,150,20,2
2060121020,524.6,993.41,542.18,84,54,10
2060141020,9975.7,7314.12,3491.71,902,90,16
2050142020,2901,2565,1318,658,75,2
2050142010,4598,1525,992,189,48,4
20601110029,1089.78,970.78,676.99,248,144,4
2060141180,3388,2299,1182,230,60,0
20601110048,1865,5666,2311.9,388,171,107
2060141057,1655,1451,761.76,150,22,2
2060143019,2145,534,283.76,114,10,0
2060111095,327.66,458.08,356,86,10,1
2060123038,1334.6,2274.88,1937.57,300,70,4
2060123014,1298.2,2598.82,1000,400,86,50
2060131006,1049,996.65,592.66,124,36,0
2060146021,5302,1789.57,1116.97,153,40,1
2050143009,5102,1650,1082,250,40,0
2050142015,1600,1454,736.99,96,36,0
2060142014,2049,694.8,347.4,67,10,1
2060147015,9470,1338,748.59,296,48,6
2060147045,1618,2053,1103,196,100,0
2060147016,12857,4392,2510.78,601,70,2
2060144031,97858,2045,1260,190,50,3
2060143025,9368,8338,7515,139,46,6
2060146012,1811,1479,755,231,68,15
2060141236,22510,4938,2219,300,70,10
2050143008,1703.7,1834.95,1557.3,277,70,0
2060143016,4456,2864.97,1558.5,272,36,24
2060146022,1524,1646,916.7,100,50,20
2060141024,8643,4461,1821,511,84,4
2050131002,3259,4479,3217,946,76,27
2050131003,14076,3375,2399.15,654,124,13
2060131013,2359,3405,787,137,38,1
2060147030,20073,2394.36,1325.12,108,20,8
2050142002,22613,10997.04,4811,807,160,11
20601110070,284,596.11,461.61,80,14,0
2060141281,1721,3205,1687,400,122,17
2060111007,8013,5060,2611.8,688,57,42
2050143013,1540,1354,1258,250,100,10
2060143009,1311,1360.67,856.2,150,53,1
2060147022,1177,1228.68,750.6,253,15,2
2060141206,2000,792,419,116,21,1
2060124014,3306,2900,1324.86,274,76,10
2060141045,5711,3296,1655,473,29,14
2050142021,496,1116,496,93,12,10
2060145042,2345,1424,983,100,20,20
20601110040,1650,2999.82,1087.7,291,164,1
2060145012,2598,1380.34,945,100,12,0
2060145025,101302,866,578,132,45,0
2050142017,905,1403,601.8,109,28,0
2060142046,9434,3119,1147,22,0,0
2060143004,15331,2800.36,1158.2,244,118,1
2060143005,344,964.92,407.34,102,0,0
2060121032,3239,4236.42,2632.07,229,40,1
20601110034,1372.69,1753.41,1417,250,128,2
2050143004,1024,780,570,130,10,0
2060142031,2458,889.41,487.54,60,9,5
2050143012,2834.6,1563.42,643.15,263,90,23
2060143022,3020,3472,1734.65,273,150,20
2060123036,1995,1189,782,121,30,1
2060147027,2567,1604.53,730.63,135,0,2
2060148022,20044,6580.88,1903.05,222,33,1
2050143010,1320,1197.95,782.2,215,33,13
2060143021,33380,6110,3823,372,32,30
2060148001,17382,5497,2801,494,82,3
2060144028,985,985,818,265,30,3
2060144029,16437,6662,2964,800,160,4
2060144022,2803,1584.65,807.77,303,26,2
2060144030,12252.8,5390,2491,697,69,7
2060144014,5631,4792,2292,507,56,4
2060144021,3727,4824,3032,530,77,2
2060144044,4411,2112,1185,272,56,15
2060144041,3219.5,6263,2561,705,153,2
2060142019,2633,1568.5,939,305,88,1
2050142018,4320,1140,730,124,30,2
2060142018,1919.94,1579.36,542,164,70,19
2060111094,1238.5,744.82,502.46,130,40,2
2060143028,12528,4052.13,1650.03,329,66,7
2060143034,7850,1628.5,511,159,26,0
2060143014,3807,2681,1333,227,32,4
2060143018,2365.5,2692.28,1688.98,195,72,5
2060143001,11040.5,5364.91,2588.13,641,90,3
2030143001,51579,1831.32,1831.32,333,32,8
2060143013,2739,1781.09,1158.56,93,42,2
2060143011,6896,2623.63,1623.16,300,45,11
2060143012,2950,2480,1033.46,133,96,1
2050142006,1300,1147,685,213,32,10
2050142001,8180.2,11643,4485,289,101,2
2060142003,2809,1041,669.4,76,48,0
2060142004,2572,1097,927,88,20,0
2060142006,2700,973.12,424,40,8,0
2060142001,19040,7701.63,4276,539,230,12
2060143002,13372,7298,3095,580,118,5
2060147029,2449,2208,1745.51,362,57,3
2060145038,1917,4262,3501,530,34,8
2050142012,2568,1068.74,691,126,25,0
2060142011,1293,1159.64,790.61,184,35,2
2060142022,1974,1261.92,745.8,130,51,0
2060148026,564.51,1693.84,1269.75,362,40,1
2050142016,1289,911.94,556,73,12,0
2030111003,970.9,595,595,70,0,0
2030122002,370,286.91,219.6,60,10,0
2060123032,7039,1019,896,148,18,4
2060146030,4481,2621,1208,103,15,10
20601110060,2450,908.16,557.2,119,34,1
2060146027,21813,2271,1599,284,118,20
2060144035,3450,930.78,413,211,27,0
2060111073,474,697.28,374.33,36,14,0
2050142013,1440,1874.7,1130,266,48,0
2060142040,1100,696.1,540.7,46,20,0
2060142028,10158,2215.83,1040.65,138,12,24
2060146037,5222,1556,1031,300,38,4
2060148020,22686,4245,2613,644,147,1
2050142019,1050,1635,801.92,109,60,0
2050142014,2330,1047.26,580,143,52,0
2060142030,4800,3948,2397,162,12,4
20601110056,1794,799.6,665.52,115,58,0
20601110003,306.78,306.78,160.33,66,28,0
2060122016,444,488.92,250,40,16,0
2060111039,333.2,333.2,309.64,74,33,13
2060124009,646,453,350,108,0,2
2060121023,700,710.9,463.54,128,30,1
2060144002,6000,2897,1500,186,108,2
2060141131,1255,2538,1530,240,130,11
2060141213,982,2767,859,227,87,0
2060141035,2907,7329,4147,781,122,10
2060141075,1668,2890,1922,251,56,8
2060146013,3162,1726.14,1012,162,10,3
20601110031,895,1106,815.59,152,128,4
2060111012,2430,638,477,87,52,0
2060141074,5880,6508,3874,561,110,13
20601110036,630.73,1075.78,810.56,156,63,2
20601110001,1572.9,2550.25,2277,350,66,9
20601110051,1361,1662,632.77,119,20,40
2060141216,2850,3079,865,238,77,2
2060141256,4250,3408,1664,372,102,5
2060141132,2095,1702,856,161,63,5
2060141223,2993,5865,2959,465,170,4
2060141047,3816,4932,1672,0,0,0
2060141104,6313,4080,1556,406,122,3
2060141232,1530,3982,1826,313,106,2
2060145045,2316.07,2163.31,1002.58,220,62,2
2060121018,668,982.79,449.28,214,100,2
2060122018,340,675.36,337,64,33,1
2060141080,3368,2670,1410,352,36,1
2060146048,2000,4424,833,131,70,6
20601110032,998.4,527.51,330.9,62,20,5
2060146016,3401,1025,501,36,0,0
2060146041,8999.1,1452.84,915,241,20,2
20601110021,1979.6,316.06,266.06,100,100,0
20601110044,582,1030.79,646.31,171,105,2
2020141001,5282.7,6824.41,2387.76,1420,132,10
2060141237,3313,2904.7,940.49,573,182,8
2060141007,4052,8525,2762,1299,30,24
2060141008,6188,7922,2291,506,54,19
2060141173,2425,1930,471,230,45,1
2060141006,58158,13018,3332,1291,82,39
2060141009,8264,13164,3659.23,719,60,22
2060141123,10732,10271,2925,1041,180,16
2060147023,1229,427.92,330.92,124,6,0
2060111029,1644.1,329,245,50,15,6
20601110054,486,771,653.9,140,0,0
2060111087,567.44,3696.58,2994.47,389,175,14
2060141001,11056,8562,3266,820,40,7
2060141003,9572,4136,2529,489,72,13
2060141183,6100,3966,1916,407,160,1
2060141002,3438,2712,1624,357,20,6
2060141168,5123,4337,1854,494,141,2
2060141164,7155,2417,1098,333,90,7
2060141116,1305,1499,906,167,29,1
2060141124,1500,3561,1464,324,40,1
2060141037,4146,1528.8,1065,281,50,0
2060141141,859,797,489,37,15,0
2060141245,5580,3896,2428.2,666,102,1
2060141142,746,666,421,87,33,0
2060141288,3786.8,2003.95,1253.4,261,79,3
2060141181,859.1,1920,690,170,50,0
2060141036,5013,3904,2022,730,70,0
20601110061,872.1,671.04,500.16,105,72,2
20601110058,19783,388.92,337.61,71,16,0
2060141193,4000,2830,1993,474,40,3
2060141021,6916,3737,2635,466,56,10
2060141022,4400,2811,2611,527,40,1
2060141016,11475,4190,2101,389,50,2
2060141017,674,2504,976,400,18,5
2060141158,448,753,439,97,40,3
2060141015,13713,10652,4381,1200,114,13
2060141018,3280,279,279,30,0,0
2060141019,5220,2951,1336,65,18,2
2060141261,1781,1058,885,133,36,1
2060111054,1244.7,568,348,110,12,2
20601110008,2958.5,715,657,140,60,0
2060141175,1751,1291,1001,230,50,5
20601110015,5360,1103.78,999.28,150,36,2
2060141027,8937,2775,1495,453,77,1
2060141025,15538,5059,2642,580,70,15
2060141092,6490,4965,2176,470,90,6
2060141026,2747,2733,1401,266,50,1
2060111058,1653,601.8,579.3,105,48,2
2060131016,5928.8,7012.19,2143.07,447,59,2
2060131008,4546,7815.69,2613.37,418,37,33
20601110011,340.7,340.7,292.09,66,18,8
2060111060,1075.42,457.3,405.11,89,52,10
2060141052,6761.9,6904.75,2644.39,507,226,5
2060141051,7529,7268,3228,410,150,7
2060141065,9455,6961,4240,270,87,3
2060141238,2645,6565.2,3969,350,100,2
2060141276,1978,2185,1800,139,0,0
2060141263,10368.2,1691.27,1155.42,243,49,2
2060141066,16685,5310,2845,824,70,9
2060123037,469,2437.15,369.44,85,25,10
2060141046,3305.8,1941.2,1388,174,68,10
2060142041,11211.8,2996.4,1838.41,209,26,8
2060145016,2317,693,404,40,4,7
2060146035,27583,12078,3336,555,100,14
2050145015,7274,5374,1460,325,14,1
2060149001,24398,7037,3821,847,80,4
20601110073,724,578.59,379.23,111,54,5
2060144023,10495,4456,1394,121,58,7
2060143033,18755,3667,2500,225,25,1
2060141070,2030,6516,6000,520,99,3
2060141242,4000,6450,3553,813,149,12
2060141227,660,1322.72,789.21,210,141,1
2060141050,4000,2201.85,1315,400,120,1
2060141257,1500,2218.45,2129.11,392,108,1
2060141272,6912,844.15,766.94,110,37,1
2060146032,1276,618,375,98,32,8
20601110023,19380.8,573.12,550.72,100,12,0
2060141129,32784,330,310,82,46,3
2060124020,1520,1376,703,170,70,1
2060141100,3693,1544.02,1200,97,8,3
2060141083,2692,1502,1302,150,10,3
2060141143,4503,2486,2286,207,26,1
2060141062,4149,4580,3297,319,49,27
2060144003,7600,2899.98,1696.44,126,28,18
2060141039,1037,1751,1176,400,22,2
2060141040,1508,4152,734.98,144,40,4
2060141146,3500,2010.21,968.9,296,70,9
2060141038,3914,5448.46,2920.43,835,125,175
2060141088,10730,12509,8443,909,200,102
2060141127,5380,741,595,131,76,1
2060124015,3715,2099,1107,218,60,1
2030141009,1843,1843,1651,130,0,0
2060144012,5622,922.6,450.25,134,36,0
2060141286,2000,806,694,92,35,1
2060141230,4222,12599,1621,913,70,10
2060141243,1810,841.72,472.98,169,40,2
2060141233,1073,2983,1743,418,65,1
2060144016,1157,1015,413.5,125,12,3
2060144017,15181,2888.39,1787,413,291,8
2060144039,7129,9037.37,4093.4,829,200,3
2060141122,408,428,143,86,15,1
2060141114,1085,4021,1870,262,137,3
2060141049,18098,1769,1660,196,30,1
2060141251,2400,2765,1832,166,30,4
2060141185,3188,1265,903.24,54,31,2
2060141091,6800,6249,2503,456,86,1
2060141159,7240,1526,1008,190,76,6
2060141099,2252,789,472,140,19,1
2060141084,3306,2057,1952,263,30,2
2060146047,3337,829.65,575.65,103,34,1
2060141097,2970.1,6421.36,2088.8,442,20,20
2060141053,4005,1715,922,271,10,1
2060141118,13200,6607,2074,563,86,21
2060141098,41326,5560,1685,480,52,1
2060141138,1627,2728,1391,270,63,2
2060141190,4328,1981,1095,216,94,1
2060141161,3674,4494,1972,447,75,3
2060131001,966,932.32,587.37,171,35,0
2060145043,6600,2201.67,1215,274,114,6
2060148031,6500,1400.84,840,153,10,2
2060141101,67983,3486,1205.6,329,70,9
2060141198,436,719.29,228.1,170,45,1
2060111063,4853.08,1247.66,720.9,214,50,5
20601110045,793,996.98,883.71,214,71,1
2060111031,688.4,1396.72,1169.92,208,115,3
2060111066,642,1759.05,1069.22,315,50,5
20601110012,2537.81,929.3,661.94,138,51,1
2060111046,987,1766.93,1023.95,297,42,3
2060142008,4067,2583,1768.71,264,60,2
2060111005,8002,5574.45,2458.55,488,104,4
2060148035,4450,1153,543,250,47,3
2060148042,2959,1224,620,214,27,0
2060148025,3715.6,1158.62,497,197,31,0
2060148029,2300,1194,330,350,60,1
2060148037,1684,1097,659,170,25,7
2060147036,2324.5,1496.7,688.76,126,50,1
2060141196,1622,3731,2521,202,55,2
2060141275,1289,2875,1429,207,59,1
2060141086,3944,3902,2805,326,64,2
2060141135,45821,2957,2457,237,40,25
2060141060,36029,3757,2986,340,62,37
2060141061,4347,4070,3014,425,50,44
2060141176,2267,3836,1964,286,40,10
2060141136,2400,3776,2076,351,55,2
2060141064,0,0,0,0,0,0
2060141250,1272,2676,1338,250,55,1
2060141094,51109,1574,1216,110,15,1
2060141087,26167,4160,3560,442,82,41
2060141063,3753,2803,2005,312,29,3
2060145026,390,778.26,443.85,94,9,0
2060146015,3091,706,342,175,20,5
2060146034,2351,1267,694,300,30,3
2060124011,1951.31,2618.77,1517.2,349,100,6
2060124005,34840,5318.55,2401.3,611,100,16
2060141048,7726,4998,2426,572,108,6
2060141111,6013,6387,2891,788,130,8
2060111055,583.2,400.83,400.83,63,7,2
2060111040,1142,2110,1532,379,78,8
2060147014,11837,4826,2890,584,100,2
2060147047,5000.1,3149.99,1807.07,508,84,0
2060147013,4576,2942,2009,422,37,0
2060147039,10063,5258,2536,744,136,3
2060147012,10148,5069,2875,800,100,0
2060147011,6783.4,8395.37,3020.98,799,65,2
2060145044,1500,3753,1720,563,148,1
2060144004,1502,1172,759,200,0,10
2060111030,576,2215,1092.18,161,71,16
2060111003,2540,2205,939.86,291,70,2
2060111084,8984,2190,1078.19,418,109,6
2060141154,3250,4426,1400.86,414,100,2
20601110066,1363,1073.08,840.88,133,81,1
2060122017,1988,2895.59,1009,241,161,4
2060122001,737.5,1230,527.67,246,67,7
2060122006,1302.7,2040.3,1025.56,136,52,5
2060122002,821.9,1979.4,1286.55,301,80,10
2060144007,2640,997.56,585,177,50,6
2060144025,12931,4485,3081.2,650,150,12
2060144008,2421,987,431,110,16,0
2060122015,1950,936.88,405.66,160,40,2
2050125001,4500,4990.43,2722.35,434,107,1
2060111085,2812,2930,1929,601,157,6
2060111008,4399,3215.95,1956.29,398,76,7
20601110042,303,303,303,92,8,2
2060142044,2706.3,3511.58,1805.86,357,161,23
2060142009,12112,2018.39,1412.87,306,40,0
2060142010,4694.42,2344.31,1436.3,151,45,0
2060143023,2654,1993.65,399.76,200,80,28
2060111041,1090,1184.85,1062.36,158,92,8
2060147028,3727,2322,1281,339,39,0
2060147018,4427,1682.27,1019,97,12,0
2060147017,4000,2530,1702,414,24,4
2060111086,1987.8,751.36,581,191,22,2
2060148032,5047,1140.88,671,89,24,0
20601110025,940.2,441.8,320,70,5,8
2060121029,1240.15,1240.15,1103.3,300,270,6
2060141013,6259,4055,3917.24,442,213,1
2060141212,2411,414,319,80,20,0
2060141210,4650,617,572,150,116,0
2060141012,7317,2974,2024,480,16,1
2060141125,5486,5426,4052,690,63,2
2060141188,4302,3920,1608.94,382,139,1
2060141266,3443,5231,2319,356,125,3
2060141011,3553,2450,1546.97,450,30,1
2060141234,2380,1494,920,260,102,1
2060141211,16739,2147,2049,286,71,6
2060141010,4961,4396,2376.78,646,102,3
2060149005,8859,1424,955.93,258,46,8
2060149006,7927,1300,573,198,30,16
2060149003,20882,3415,1648,325,70,2
20601110020,10624,1528.51,1347.94,250,110,5
2060111081,1320,3591.45,1506,450,124,2
20601110033,2205.5,2985.85,2459.09,575,138,10
20601110007,1134,542.57,361,87,40,1
2060141172,750,775.11,445,130,30,0
2060111024,863,1517.33,1180.95,202,41,1
2060111080,1014,1014,859.32,217,91,7
2060111032,629.1,1482.85,933.22,135,60,11
2060111088,1920,1189.55,709.84,229,110,2
2060111016,1019.4,944,633.16,214,32,4
2060111068,485,511.25,287.3,111,10,2
2060122011,2080.1,2991.98,1922.64,282,154,9
2060122008,6138,5651,3358,455,149,12
2060141156,3460,2692,1423,390,145,2
2060141224,2108,3913,1714,437,86,3
2060141167,5548,4000,1969,350,90,4
2060141005,4530,4480,2711,745,150,6
2060141004,2634,4587,2445.8,470,60,14
2060141169,8637,4930.45,1827.67,447,166,8
2060111069,990,951,618.23,234,19,6
2060146036,26160,5026,1315,473,60,12
2060146042,18742,5681,2225,770,65,5
2060141252,1597,2993,1808,363,77,0
2060147010,1385,1898,1693,123,18,0
2060147041,6752,3469.92,189.26,354,50,1
2060141192,1933,3889.63,1554,419,100,20
2060141117,1000,3244,1256,590,94,2
2060141202,1047,2688,1172,289,60,1
2060141152,1314.55,499.81,250,110,30,3
2060141153,2215,1045,696.6,119,30,0
2060146003,1820,1146,823,136,40,0
2060146005,1516,1230,841,87,16,0
2060146004,30311,3735,1889,363,42,3
2060146006,2178,1558.32,783.96,253,76,0
2060146002,8782,3546,1956,369,81,7
2060146029,19587,2274,1574,266,51,0
2060146045,7120,5622,2414.98,476,106,8
2060145014,1653,1213,796,80,22,4
2060145013,4830,889,600,85,30,10
2060145030,54118,2410,1393,260,34,10
2060131005,611,1214.32,742.86,108,11,0
2060131007,712.7,1522.3,672.23,177,21,2
2060131004,1049,2447,1073.5,429,185,3
2060131003,4690,1490,846.67,296,30,10
20601110057,679,348.24,290.64,100,35,0
2060142007,17438,9890,5796.97,1350,274,10
2060122021,897,1293.64,605,75,36,1
2060141222,2000,1385.95,1087.97,230,51,5
2060141165,4515,3484,1926.97,517,76,5
2060145041,885,542.99,27.59,50,42,4
2060145027,9963,6143,3956,1067,181,11
2060145029,7902,3743,887,718,25,0
2060145037,2694,422.06,299.8,100,20,0
20601110055,3637,733,620,98,86,0
2060145018,1434,892,600,100,33,6
2060146039,3199,609.3,306.9,60,34,0
2060146040,8525,627,372,90,30,0
2060146028,57918,2925,1548.96,262,128,10
20601110038,622,584.83,338.2,60,25,2
2060145035,5359,1472.84,906.58,225,31,3
2060145002,3154,2536,860.14,215,44,0
2060145004,20580,2799.19,1692.36,383,102,0
2060145024,2016,2594.3,1486.72,357,105,0
2060145005,5277,3367,1927,346,42,1
2060145001,7424,4729,3020.5,335,38,3
2060145003,5596,2538.51,1516.96,281,95,0
2060145028,15152,2964,1615.77,415,24,8
2060145036,2500,3233,1161,602,85,6
2060145006,13692,3503,1736,300,112,4
2060143010,15331,2055,1219,48,0,0
2060111001,3307.7,5106.36,2684.49,838,67,12
2060148005,14545,3782,1974,426,48,6
2060148004,12807,2534,1447,397,16,4
2060143020,9881.4,2752.82,1332.96,375,104,10
2060142005,5134,1570,1250,194,64,1
2060143003,41460,275,275,13,0,0
2050143001,18469,5988.76,2135.89,90,60,3
2050143002,24624,581,581,60,24,0
2060142035,1361,908.29,470.46,160,33,2
2060144019,1663,743.22,467,40,4,1
2060144032,3735,2773,1271,128,20,2
2060148014,3022,886.31,444.91,152,16,10
2060148030,5155,2001.39,1013.78,77,52,1
2060142016,1516,1618,896,80,24,6
2060142029,493.29,474.21,439.5,128,51,2
2060142015,1277,1174.77,715.5,141,48,8
